	course_code	units
4214	Psych 284	3.0
4215	Psych 291	3.0
4216	Psych 298.1	3.0
4217	Psych 298.2	3.0
4218	Psych 298.3	4.0
4219	Psych 299	3.0
4220	Psych 317	3.0
4221	Psych 351	3.0
4222	Psych 398.2	4.0
4223	B 206	3.0
4224	B Ind/Mal 100	3.0
4225	B Ind/Mal 101	3.0
4226	BA 395	3.0
4227	BIO 171	3.0
4228	BIO 172	4.0
4229	BIO 221	3.0
4230	BMAS 135	3.0
4231	BMAS 160	3.0
4232	BMAS 162	3.0
4233	BMAS 198	6.0
4234	FA 215	3.0
4235	FA 300	6.0
4236	FLCD 202	3.0
4237	FS 257	3.0
4238	FS 299	2.0
4239	Fil 280	3.0
4240	Fil 290	3.0
4241	Fil 310	3.0
4242	Film 269	3.0
4243	Demo 241	3.0
4244	CD 271	3.0
4245	CE 215	3.0
4246	CE 311	3.0
4247	CL 143	3.0
4248	CL 166	3.0
4249	CL 185	3.0
4250	CL 240	3.0
4251	CL 252	3.0
4252	CL 299	3.0
4253	CRes 161	3.0
4254	CS 214	3.0
4255	CT 25	3.0
4256	CTRA 19	3.0
4257	CTRA 201	2.0
4258	CWTS 1 CFA	3.0
4259	ChE 251	3.0
4260	Chem 221	3.0
4261	Chem 236	3.0
4262	Chem 248	3.0
4263	Chem 349	3.0
4264	Chem 397	2.0
4265	Comm 232	3.0
4266	Comm 287	3.0
4267	Comm 330	3.0
4268	EDCO 304	3.0
4269	EDFD 211	3.0
4270	EDFD 230	3.0
4271	EDFD 253	3.0
4272	EDFD 318	3.0
4273	EDFD 335	3.0
4274	EDFD 359	3.0
4275	EDH 150	3.0
4276	EDH 160	3.0
4277	EDH 209	3.0
4278	EDH 279	3.0
4279	EDSC 212	3.0
4280	EDSC 254	3.0
4281	EDSC 265	3.0
4282	EDSC 275	3.0
4283	EDSC 281	3.0
4284	EDSC 350	3.0
4285	EDSC 360	3.0
4286	EDSP 115	3.0
4287	EDSP 341	3.0
4288	EDSSE 336	3.0
4289	EE 254	3.0
4290	EE 272	3.0
4291	EM 198	3.0
4292	Econ 168	3.0
4293	Econ 242	3.0
4294	Econ 286	3.0
4295	EnE 218	3.0
4296	Eng 122	3.0
4297	Eng 133	3.0
4298	Eng 246	3.0
4299	Env Sci 399	3.0
4300	MBB 400	3.0
4301	ME 183	4.0
4302	ME 281	3.0
4303	MPs 170	3.0
4304	MPs 380	3.0
4305	MPs 387	3.0
4306	MS 261	3.0
4307	MSE 283	3.0
4308	MatE 131	3.0
4309	MatE 184	3.0
4310	MatE 196	3.0
4311	Math 218	3.0
4312	Math 288	3.0
4313	Math 295	3.0
4314	MetE 231	3.0
4315	Meteo 232	3.0
4316	Meteo 297	3.0
4317	Meteo 396	1.0
4318	MuD 121	3.0
4319	MuEd 210	3.0
4320	MuEd 231	3.0
4321	MuK 220	3.0
4322	MuL 110	3.0
4323	MuL 136	3.0
4324	MuL 152	3.0
4325	MuL 191	3.0
4326	MuL 201 WWD	3.0
4327	MuL 219	3.0
4328	MuP 11 BR Tpt	3.0
4329	MuP 11 PIC Fl	3.0
4330	MuP 11 WWD Cla	3.0
4331	MuP 21 BR Trb	3.0
4332	MuP 21 STG Db	3.0
4333	MuP 21 PIC Fl	3.0
4334	MuP 31 BR Tpt	1.0
4335	MuP 31 BR Trb	3.0
4336	MuP 31 BR Eup	3.0
4337	MuP 31 PERC	3.0
4338	MuP 31 STG Vn	3.0
4339	MuP 31 WWD Fl	3.0
4340	MuP 31 PIC Fl	3.0
4341	MuP 31 WWD Bas	3.0
4342	MuP 41 BR Trb	3.0
4343	MuP 41 PERC	3.0
4344	MuP 41 WWD Fl	3.0
4345	MuP 41 WWD Sax	3.0
4346	MuP 41 WWD Cla	3.0
4347	MuP 51 PIC Trp	3.0
4348	MuP 51 BR Trb	3.0
4349	MuP 51 KT	3.0
4350	MuP 51 Ku	3.0
4351	MuP 51 AL	3.0
4352	MuP 51 CI	3.0
4353	MuP 51 PERC	3.0
4354	MuP 51 PIC Fl	3.0
4355	MuP 51 WWD Cla	3.0
4356	MuP 61 PERC	3.0
4357	MuP 61 PIC Fl	3.0
4358	MuP 61 WWD Bas	3.0
4359	MuP 100 BR Fr	3.0
4360	MuP 100 KT	3.0
4361	MuP 100 STG Ce	3.0
4362	MuP 100 WWD Fl	3.0
4363	MuP 100 WWD Bas	3.0
4364	MuP 110 WWD Bas	3.0
4365	MuP 120 BR Tu	3.0
4366	MuP 130 WWD Bas	3.0
4367	MuP 140 BR Tpt	3.0
4368	MuP 140 STG	3.0
4369	MuP 140 STG Ce	3.0
4370	MuP 140 WWD Bas	3.0
4371	MuP 150 PERC	3.0
4372	MuP 150 WWD Ob	3.0
4373	MuP 160 PERC	3.0
4374	MuP 160 STG Ce	3.0
4375	MuP 160 WWD Sax	3.0
4376	MuP 160 WWD Cla	3.0
4377	MuP 170 BR Trb	3.0
4378	MuP 170 PERC	3.0
4379	MuP 170 WWD Fl	3.0
4380	MuP 170 WWD Ob	3.0
4381	MuP 180 PERC	3.0
4382	MuP 180 WWD Cla	3.0
4383	MuP 190 BR Fr	3.0
4384	MuP 190 STG Vn	3.0
4385	MuP 190 VMT	3.0
4386	MuP 195 WWD Sax	1.0
4387	MuP 195 WWD Fl	1.0
4388	MuP 196 WWD Bas	1.0
4389	MuP 197 PERC	1.0
4390	MuP 197 STG Vn	1.0
4391	MuP 197 VMT	1.0
4392	MuP 198 VMT	1.0
4393	MuP 210 WWD Sax	3.0
4394	MuP 220 BR Fr	3.0
4395	MuP 251 WWD Fl	3.0
4396	MuP 253 COMP	3.0
4397	MuPC 3 G	1.0
4398	MuPC 5 G	1.0
4399	MuPC 9 B	1.0
4400	MuPC 9 O	1.0
4401	MuPC 10 O	1.0
4402	MuPC 101 PNO	2.0
4403	MuPC 101 PERC	2.0
4404	MuPC 121 WWD	2.0
4405	MuPC 146 WWD	2.0
4406	MuT 141	3.0
4407	Mus 308	3.0
4408	LAW 184	3.0
4409	LAW 186	3.0
4410	LIS 171	3.0
4411	LIS 212	3.0
4412	LIS 222	3.0
4413	LIS 260	3.0
4414	Law 137	3.0
4415	Law 160	3.0
4416	Lingg 125	3.0
4417	Lingg 225	3.0
4418	Lingg 290	3.0
4419	IE 154	3.0
4420	IS 211	3.0
4421	IS 262	3.0
4422	Intl Stud 203	3.0
4423	Intsik 100	3.0
4424	Intsik 101	3.0
4425	SFA 16	3.0
4426	SFA 20	3.0
4427	SFA 22	3.0
4428	SFA 24	3.0
4429	SFA 100	3.0
4430	SFA 102	3.0
4431	SFA 120	3.0
4432	SFA 150	3.0
4433	SFA 180	3.0
4434	SFA 190	3.0
4435	Socio 289	3.0
4436	Speech 221	3.0
4437	Stat 192	3.0
4438	Stat 194	3.0
4439	Stat 226	3.0
4440	Stat 242	3.0
4441	Stat 312	3.0
4442	VC 134.2	3.0
4443	HEEd 233	3.0
4444	HEEd 399	3.0
4445	HRIM 142	3.0
4446	HRIM 169	3.0
4447	Geog 157	3.0
4448	Geog 235	3.0
4449	Geog 293	3.0
4450	Geog 321	3.0
4451	Geol 212	3.0
4452	Geol 273	3.0
4453	GmE 222	3.0
4454	GmE 232	3.0
4455	Kas 103	3.0
4456	Kas 152	3.0
4457	Kas 160	3.0
4458	Kas 202	3.0
4459	Kas 209	3.0
4460	Thai 12	3.0
4461	Thai 13	3.0
4462	Theatre 231	3.0
4463	Theatre 241	3.0
4464	J 107	3.0
4465	J 112	3.0
4466	J198	3.0
4467	J 207	3.0
4468	J 240	3.0
4469	AS 204	3.0
4470	AS 220	3.0
4471	AS 285.1	3.0
4472	Anthro 104	3.0
4473	Anthro 218	3.0
4474	Anthro 246	3.0
4475	Anthro 273	3.0
4476	Anthro 295	5.0
4477	Art Stud 102	3.0
4478	Art Stud 105	3.0
4479	Art Stud 120	3.0
4480	Art Stud 142	3.0
4481	Art Stud 150	3.0
4482	Art Stud 177	3.0
4483	Art Stud 185	3.0
4484	Art Stud 197	3.0
4485	Art Stud 210	3.0
4486	Art Stud 212	3.0
4487	Art Stud 286	3.0
4488	Nutr 265	3.0
4489	PA 239	3.0
4490	PA 248	3.0
4491	PA 281	3.0
4492	PA 327	3.0
4493	PE 2 BLF	2.0
4494	PE 3 AKD	2.0
4495	PEd 122.1	3.0
4496	PEd 139.2	3.0
4497	POLSC 127	3.0
4498	POLSC 141	3.0
4499	POLSC 154	3.0
4500	POLSC 254	3.0
4501	POLSC 323	3.0
4502	Pan Pil 164	3.0
4503	Pan Pil 280	3.0
4504	Pan Pil 302	3.0
4505	Pan Pil 310	3.0
4506	Pan Pil 380	3.0
4507	Pan Pil 392	3.0
4508	Perf. Stud. 302	3.0
4509	Perf. Stud. 311	3.0
4510	Perf. Stud. 341	3.0
4511	Perf. Stud. 351	3.0
4512	Philo 290	3.0
4513	Philo 293	3.0
4514	Philo 299	3.0
4515	Philo 302	3.0
4516	Philo 311	3.0
4517	Physics 104.1	1.0
4518	Physics 201	3.0
4519	Physics 226	3.0
4520	Physics 245	3.0
4521	Physics 272	3.0
4522	Physics 301	3.0
4523	Physics 313	3.0
4524	Physics 371	3.0
4525	Plan 229	3.0
4526	Plan 250	3.0
4527	Plan 254	3.0
4528	BIO 233	3.0
4529	BMAS 133	3.0
4530	FLCD 207	3.0
4531	FLCD 227	3.0
4532	FS 234	3.0
4533	Fil 199	3.0
4534	Fil 320	3.0
4535	Fil 394	3.0
4536	Film 180	3.0
4537	Film 281	3.0
4538	DS 398	2.0
4539	CD 226	3.0
4540	CE 301	3.0
4541	CE 315	3.0
4542	CL 141	3.0
4543	CL 234	3.0
4544	CL 298	3.0
4545	CS 247	3.0
4546	CS 253	3.0
4547	CS 257	3.0
4548	CS 266	3.0
4549	CS 295	3.0
4550	CT 27	3.0
4551	CT 108	3.0
4552	CT 114	3.0
4553	CW 190	3.0
4554	CW 212	3.0
4555	CW 221	3.0
4556	CW 302	3.0
4557	Chem 217	3.0
4558	Chem 226	3.0
4559	Chem 237	3.0
4560	Chem 319	3.0
4561	Comm 222	3.0
4562	Comm 311	3.0
4563	EDAD 231	3.0
4564	EDCO 203	3.0
4565	EDCO 204	3.0
4566	EDCO 351	3.0
4567	EDCS 215	3.0
4568	EDCS 307	3.0
4569	EDFD 218	3.0
4570	EDFD 251	3.0
4571	EDFD 303	3.0
4572	EDFD 321	3.0
4573	EDH 203	3.0
4574	EDL 231	3.0
4575	EDL 341	3.0
4576	EDR 315	3.0
4577	EDRE 216	3.0
4578	EDSC 214	3.0
4579	EDSC 227	3.0
4580	EDSC 264	3.0
4581	EDSC 283	3.0
4582	EDSP 141	3.0
4583	EDSP 301	3.0
4584	EE 258	3.0
4585	EE 277	3.0
4586	Econ 181	3.0
4587	Econ 241	3.0
4588	Econ 271	3.0
4589	Eng 143	3.0
4590	Eng 148	3.0
4591	Eng 244	3.0
4592	Eng 262	3.0
4593	Eng 305	3.0
4594	Eng 315	3.0
4595	Eng 317	3.0
4596	Eng 361	3.0
4597	ME 177	2.0
4598	METEO 321	2.0
4599	METEO 341	2.0
4600	MS 226	3.0
4601	MS 280	3.0
4602	MS 361	3.0
4603	MSE 215	1.0
4604	MSE 245.1	2.0
4605	Math 131	3.0
4606	Math 214	3.0
4607	Math 227	3.0
4608	Math 241	3.0
4609	Math 249	3.0
4610	Math 266	3.0
4611	Media 260	3.0
4612	Media 397	3.0
4613	MetE 128	2.0
4614	MuC 180-C	3.0
4615	MuC 190-C	3.0
4616	MuD 131	3.0
4617	MuD 196	2.0
4618	MuEd 116	3.0
4619	MuEd 141	3.0
4620	MuEd 147	3.0
4621	MuEd 220	3.0
4622	MuEd 299	3.0
4623	MuL 244	3.0
4624	MuP 21 BR Tpt	3.0
4625	MuP 21 STG Vn	3.0
4626	MuP 21 STG Ce	3.0
4627	MuP 21 WWD	3.0
4628	MuP 41 BR Tpt	3.0
4629	MuP 41 Ha	3.0
4630	MuP 41 STG Gtr	3.0
4631	MuP 61 PIC Eup	3.0
4632	MuP 100 Ba	3.0
4633	MuP 110 STG Ce	3.0
4634	MuP 150 STG Va	3.0
4635	MuP 150 STG Ce	3.0
4636	MuP 170 WWD Bas	3.0
4637	MuP 180 BR Trb	3.0
4638	MuP 190 WWD Cla	3.0
4639	MuP 196 BR Trb	1.0
4640	MuP 196 STG Ce	1.0
4641	MuP 196 WWD Cla	1.0
4642	MuP 197 BR Tpt	1.0
4643	MuP 220 WWD Sax	3.0
4644	MuP 251 COND	3.0
4645	MuP 251 WWD Cla	3.0
4646	MuP 252 WWD Fl	3.0
4647	MuP 290 BR Fr	3.0
4648	MuP 290 WWD Sax	3.0
4649	MuPC 4 G	1.0
4650	MuPC 6 G	1.0
4651	MuPC 111	2.0
4652	MuPC 151 BR	2.0
4653	MuPC 151 PERC	2.0
4654	Mus 303	3.0
4655	L Arch 222	3.0
4656	LIS 266	3.0
4657	Latin 11	3.0
4658	Law 131	3.0
4659	Lingg 396	3.0
4660	LinggPil 375	3.0
4661	IE 152	3.0
4662	IE 155	3.0
4663	IE 156	3.0
4664	IR 212	3.0
4665	IR 216	3.0
4666	IS 231	3.0
4667	IS 292	3.0
4668	Int B Malay A	0.0
4669	Intsik 110	3.0
4670	Intsik 111	3.0
4671	SD 399	3.0
4672	Socio 129	3.0
4673	Socio 160	3.0
4674	Socio 213	3.0
4675	Socio 378	3.0
4676	Span 115	3.0
4677	Speech 236	3.0
4678	Stat 268	3.0
4679	HEEd 201	3.0
4680	HRIM 110	3.0
4681	HRIM 132	3.0
4682	GE 148	3.0
4683	GE 190	1.0
4684	GE 192	2.0
4685	Geog 185	3.0
4686	Geog 246	3.0
4687	Geol 252	3.0
4688	German 120	3.0
4689	GmE 243	3.0
4690	Kas 108	3.0
4691	Kas 115	3.0
4692	Kas 226	3.0
4693	Kas 230	3.0
4694	Kas 297	3.0
4695	J 213	3.0
4696	AS 263	3.0
4697	AS 283	3.0
4698	Anthro 165	3.0
4699	Anthro 274	3.0
4700	Art Stud 151	3.0
4701	PA 269	3.0
4702	PE 2 WT-F	2.0
4703	PE 2 CWT	2.0
4704	POLSC 152	3.0
4705	PS 269	3.0
4706	Pan Pil 242	3.0
4707	Pan Pil 269	3.0
4708	Philo 280	3.0
4709	Philo 292	3.0
4710	Philo 305	3.0
4711	Physics 255	3.0
4712	Physics 281	3.0
4713	Physics 341	3.0
4714	Physics 361	3.0
4715	Physics 375	3.0
4716	Psych 259	3.0
4717	Psych 267	3.0
4718	Psych 273	3.0
4719	Psych 280	3.0
4720	Psych 287	3.0
4721	B 232	3.0
4722	BC 198	3.0
4723	BC 200	3.0
4724	BMAS 149	3.0
4725	Bioethics 224	3.0
4726	FLCD 221	3.0
4727	FS 337	3.0
4728	FS 341	3.0
4729	Fil 25	3.0
4730	Fil 311	3.0
4731	Fil 381	3.0
4732	Fil 390	3.0
4733	DBE 301	3.0
4734	CE 243	3.0
4735	CE 268	3.0
4736	CE 306	3.0
4737	CL 370	3.0
4738	CRes 175	3.0
4739	CT 11	3.0
4740	CT 14	3.0
4741	CT 101	3.0
4742	CWTS 1 CAL	3.0
4743	CWTS 1 Educ	3.0
4744	ChE 190	1.0
4745	Chem 150	3.0
4746	Chem 197	3.0
4747	CoE 113	4.0
4748	CoE 115	3.0
4749	CoE 135	3.0
4750	Comm 286	3.0
4751	EDH 201	3.0
4752	EDL 321	3.0
4753	EDR 356	3.0
4754	EDSP 227	3.0
4755	EDSP 236	3.0
4756	EDUC 380	3.0
4757	EE 286	3.0
4758	EE 358	3.0
4759	EEE 4	3.0
4760	EEE 44	1.0
4761	EEE 52	1.0
4762	EEE 53	3.0
4763	EEE 54	1.0
4764	EEE 100	1.0
4765	EEE 105	0.0
4766	EM 152	3.0
4767	EM 154	3.0
4768	Econ 243	3.0
4769	Econ 275	3.0
4770	EgyE 235	3.0
4771	EgyE 273	3.0
4772	Eng 213	3.0
4773	Eng 243	3.0
4774	Env Sci 395	4.0
4775	Esp 300	3.0
4776	MBB 380	3.0
4777	ME 73	3.0
4778	ME 122	3.0
4779	ME 222	3.0
4780	ME 259	3.0
4781	MS 253	3.0
4782	MatE 141	3.0
4783	Media 280	3.0
4784	Media 332	3.0
4785	MetE 156	2.0
4786	MetE 235	3.0
4787	MetE 298	3.0
4788	MuD 183	3.0
4789	MuL 218	3.0
4790	MuP 21 Ba	1.0
4791	MuP 31 Ba	1.0
4792	MuP 41 OR	3.0
4793	MuP 70 VMT	2.0
4794	MuP 71 PNO	1.0
4795	MuP 90 PNO	2.0
4796	MuP 100 Ku	3.0
4797	MuP 120 KT	3.0
4798	MuP 120 Ku	3.0
4799	MuP 120 WWD Bas	3.0
4800	MuP 170 KT	3.0
4801	MuP 180 BR Tu	3.0
4802	MuP 180 PNO	3.0
4803	MuP 190 PNO	3.0
4804	MuP 195 Ku	1.0
4805	MuP 195 WWD Cla	1.0
4806	MuP 197 BR Fr	1.0
4807	MuP 197 PNO	1.0
4808	MuP 203 STG	3.0
4809	MuPC 1 A	1.0
4810	MuPC 2 A	1.0
4811	MuPC 3 A	1.0
4812	MuPC 4 A	1.0
4813	MuPC 5 A	1.0
4814	MuPC 6 A	1.0
4815	MuPC 7 A	1.0
4816	MuPC 9 C	1.0
4817	MuPC 9 G	1.0
4818	MuPC 10 G	1.0
4819	MuPC 129	3.0
4820	MuPC 171 VMT	2.0
4821	LAW 183	3.0
4822	LAW 187	3.0
4823	LAW 246	5.0
4824	LIS 220	3.0
4825	Lingg 132	3.0
4826	Intl Stud 209	3.0
4827	Intl Stud 263	3.0
4828	Isl Stud 291	3.0
4829	SD 400	6.0
4830	SS 190	3.0
4831	Socio 288	3.0
4832	Socio 300	3.0
4833	Socio 400	6.0
4834	Speech 291	3.0
4835	Stat 192.2	3.0
4836	Stat 261	3.0
4837	HEEd 212	3.0
4838	HEEd 217	3.0
4839	HEEd 299	3.0
4840	HRIM 103	3.0
4841	HRIM 120	3.0
4842	HRIM 140	3.0
4843	HRIM 143	3.0
4844	HRIM 174	4.0
4845	HRIM 175	5.0
4846	Geog 145	3.0
4847	Geol 281	3.0
4848	Kas 156	3.0
4849	Kas 204	3.0
4850	Kas 205	3.0
4851	Kas 399	3.0
4852	Theatre 221	3.0
4853	Tour 213	3.0
4854	J 217	3.0
4855	AS 282	3.0
4856	Anthro 124	3.0
4857	Anthro 282	3.0
4858	Anthro 287	3.0
4859	Anthro 293	3.0
4860	Art Stud 100	3.0
4861	Art Stud 110	3.0
4862	Art Stud 135	3.0
4863	PEd 131.2	3.0
4864	POLSC 135	3.0
4865	Pan Pil 160	3.0
4866	Pan Pil 386	3.0
4867	Philo 100	3.0
4868	Philo 350	3.0
4869	Philo 396	3.0
4870	Physics 285	3.0
4871	Physics 325	3.0
4872	Psych 225	3.0
4873	Psych 253	3.0
4874	Psych 261	3.0
4875	Psych 271	3.0
4876	Psych 276	3.0
4877	Psych 277	4.0
4878	Psych 279	3.0
4879	Psych 281	3.0
4880	Psych 283	3.0
4881	Psych 303	3.0
4882	Psych 367	3.0
4883	Psych 398.1	4.0
4884	FS 331	3.0
4885	Fil 208	3.0
4886	Film 177	3.0
4887	Film 197	3.0
4888	CE 222	3.0
4889	CE 259	3.0
4890	CE 304	3.0
4891	CE 340	3.0
4892	CL 170	3.0
4893	CL 271	3.0
4894	CL 399	3.0
4895	CS 293	3.0
4896	CT 15	3.0
4897	CWTS 2 Educ	3.0
4898	ChE 237	3.0
4899	Comm 150	3.0
4900	Comm 270	3.0
4901	Comm 303	3.0
4902	Comm 400	6.0
4903	EDAD 318	3.0
4904	EDCO 301	3.0
4905	EDCO 303	3.0
4906	EDCS 311	3.0
4907	EDH 170	3.0
4908	EDH 207	3.0
4909	EDL 361	3.0
4910	EDSC 253	3.0
4911	EDSP 212	3.0
4912	EDSP 231	3.0
4913	EDSP 308	3.0
4914	EDSSE 332	3.0
4915	EE 143	3.0
4916	EE 146	1.0
4917	EE 240	3.0
4918	EE 275	3.0
4919	EE 353	3.0
4920	Econ 109	3.0
4921	Eng 198	3.0
4922	Eng 210	3.0
4923	Eng 233	3.0
4924	Eng 356	3.0
4925	MS 213	3.0
4926	MSE 281	3.0
4927	MSE 287	3.0
4928	MetE 213	3.0
4929	MetE 243	3.0
4930	MuC 170-B	3.0
4931	MuL 201 WWD Fl	3.0
4932	MuL 207	3.0
4933	MuP 60 KT	2.0
4934	MuP 80 VMT	2.0
4935	MuP 110 Ku	3.0
4936	MuP 110 STG Va	3.0
4937	MuP 110 KT	3.0
4938	MuP 130 Ku	3.0
4939	MuP 130 KT	3.0
4940	MuP 150 Ku	3.0
4941	MuP 150 KT	3.0
4942	MuP 160 Ku	3.0
4943	MuP 160 KT	3.0
4944	MuP 170 WWD Cla	3.0
4945	MuP 190 BR Trb	3.0
4946	MuP 190 BR Tu	3.0
4947	MuP 195 KT	1.0
4948	MuP 196 KT	1.0
4949	MuP 196 Ku	1.0
4950	MuP 197 BR Tu	1.0
4951	MuP 197 WWD Fl	1.0
4952	MuP 210 BR Fr	3.0
4953	MuP 253 STG	3.0
4954	MuP 290 WWD Fl	3.0
4955	MuP 291 PNO	1.0
4956	MuP 292 COND	3.0
4957	MuPC 9 J	1.0
4958	Mus 310	3.0
4959	LIS 174	3.0
4960	LIS 251	3.0
4961	Lingg ng Pil 375	3.0
4962	ID 261	3.0
4963	IS 282	3.0
4964	Italian 131	3.0
4965	SW 254	3.0
4966	Socio 203	3.0
4967	Socio 253	3.0
4968	Socio 267	3.0
4969	Span 140	3.0
4970	HEEd 211	3.0
4971	GE 119	0.0
4972	GE 129	4.0
4973	GE 155	2.0
4974	GE 155.1	1.0
4975	GE 155.2	1.0
4976	Geog 226	3.0
4977	Kas 322	3.0
4978	AS 281	3.0
4979	Anthro 141	3.0
4980	App Physics 186	4.0
4981	App Physics 187	4.0
4982	Arch 156	3.0
4983	Arch 209	3.0
4984	Arch 211	3.0
4985	Arch 223	3.0
4986	Nutr 230	3.0
4987	Nutr 290.1	3.0
4988	PE 2 BRW	2.0
4989	POLSC 136	3.0
4990	POLSC 251	3.0
4991	POLSC 276	3.0
4992	Pan Pil 246	3.0
4993	Pan Pil 250	3.0
4994	Physics 103	4.0
4995	Physics 103.1	1.0
4996	Physics 130	3.0
4997	Physics 152	3.0
4998	Physics 206.6	3.0
4999	Port 11	3.0
5000	Psych 248	3.0
5001	Psych 371	3.0
5002	B 242	3.0
5003	B 270	3.0
5004	BA 164	3.0
5005	BC 196	3.0
5006	BC 199	3.0
5007	BIO 200b	2.0
5008	Fil 207	3.0
5009	Film 203	3.0
5010	CE 112	3.0
5011	CE 118	3.0
5012	CE 157	3.0
5013	CL 138	3.0
5014	CS 255	3.0
5015	CS 259	3.0
5016	CS 301	3.0
5017	CW 340	3.0
5018	ChE 141	0.0
5019	ChE 143	0.0
5020	ChE 182	3.0
5021	Chem 339	3.0
5022	ECE 113	3.0
5023	ECE 141	0.0
5024	EDCS 214	3.0
5025	EDR 277	3.0
5026	EEE 51	3.0
5027	EEE 107	3.0
5028	EM 45	3.0
5029	ES 12	0.0
5030	Eng 365	3.0
5031	MBB 325	3.0
5032	MBB 397	3.0
5033	MBB 398	3.0
5034	ME 131	4.0
5035	ME 136	3.0
5036	ME 142	3.0
5037	ME 143	3.0
5038	ME 176	3.0
5039	ME 180	2.0
5040	METEO 331	2.0
5041	MS 214	3.0
5042	MS 273	3.0
5043	MatE 195	2.0
5044	Media 400	12.0
5045	MetE 120	3.0
5046	MetE 148	2.0
5047	MuL 196	3.0
5048	MuP 11 Ba	3.0
5049	MuP 11 WWD	3.0
5050	MuP 31 WWD Sax	1.0
5051	MuP 31 WWD Cla	3.0
5052	MuP 40 VMT	2.0
5053	MuP 41 BR	1.0
5054	MuP 41 STG Db	1.0
5055	MuP 50 VMT	2.0
5056	MuP 60 PNO	2.0
5057	MuP 61 VMT	3.0
5058	MuP 70 PNO	2.0
5059	MuP 80 PNO	2.0
5060	MuP 90 VMT	2.0
5061	MuP 130 Ba	3.0
5062	MuP 140 KT	3.0
5063	MuP 140 Ku	3.0
5064	MuP 150 BR Fr	3.0
5065	MuP 170 Ku	3.0
5066	MuP 180 BR Fr	3.0
5067	MuP 180 STG Vn	3.0
5068	MuP 190 STG Gtr	3.0
5069	MuP 190 WWD Fl	3.0
5070	MuP 195 O	1.0
5071	MuP 195 BR Tu	1.0
5072	MuP 196 O	1.0
5073	MuP 197 STG Gtr	1.0
5074	MuP 197 STG Ce	1.0
5075	MuP 198 STG Gtr	1.0
5076	MuP 198 STG Vn	1.0
5077	MuP 198 STG Ce	1.0
5078	MuP 203 PNO	3.0
5079	MuP 220 STG	3.0
5080	MuP 252 COMP	3.0
5081	MuP 290 GTR	3.0
5082	MuPC 141 BR	2.0
5083	MuPC 141 PERC	2.0
5084	MuPC 141 WWD	2.0
5085	LAW 185	3.0
5086	LAW 188	3.0
5087	LIS 219	3.0
5088	LIS 232	3.0
5089	LIS 259	3.0
5090	LIS 271	3.0
5091	LTS 1 CSSP	3.0
5092	LinggPil 385	3.0
5093	IR 210	3.0
5094	Intl Stud 261	3.0
5095	Socio 221	3.0
5096	Socio 232	3.0
5097	Speech 134	3.0
5098	Stat 260	3.0
5099	Stat 265	3.0
5100	GE 191	1.0
5101	Geog 213	3.0
5102	Geog 291	3.0
5103	Geog 292	3.0
5104	Kas 299	3.0
5105	Kas 321	3.0
5106	J 298	3.0
5107	Art Stud 157	3.0
5108	Art Stud 181	3.0
5109	Philo 196	3.0
5110	Philo 203	3.0
5111	Philo 372	3.0
5112	Physics 276	3.0
5113	Psych 221	3.0
5114	Psych 308	3.0
5115	Psych 340	3.0
5116	BA 168	3.0
5117	BIO 161	5.0
5118	BMAS 144	3.0
5119	FS 311	4.0
5120	FS 336	3.0
5121	CE 360	3.0
5122	CL 104	3.0
5123	CL 144	3.0
5124	CL 230	3.0
5125	CL 305	3.0
5126	CL 395	3.0
5127	CS 135	3.0
5128	CS 258	3.0
5129	CS 290	3.0
5130	ChE 142	0.0
5131	ChE 144	2.0
5132	EDCO 251	3.0
5133	EDSP 232	3.0
5134	EE 158	3.0
5135	EE 224	3.0
5136	EEE 5	3.0
5137	EM 146	3.0
5138	EM 157	3.0
5139	EgyE 298	3.0
5140	Eng 146	3.0
5141	Eng 251	3.0
5142	Eng 320	3.0
5143	Env Sci 228	3.0
5144	ME 91	3.0
5145	ME 153	3.0
5146	METEO 395	4.0
5147	MatE 100	3.0
5148	MatE 100.1	1.0
5149	MatE 199	3.0
5150	Math 282	3.0
5151	Media 321	3.0
5152	MuL 201 STG	3.0
5153	MuP 41 Ba	3.0
5154	MuP 71 VMT	1.0
5155	MuP 81 VMT	1.0
5156	MuP 150 Ba	3.0
5157	MuP 150 WWD Cla	3.0
5158	MuP 160 Ba	3.0
5159	MuP 195 STG	1.0
5160	MuP 195 WWD Bas	1.0
5161	MuPC 147 VMT	2.0
5162	MuPC 151 WWD	2.0
5163	MuPC 159 A	3.0
5164	MuT 135	3.0
5165	LAW 248	4.0
5166	LIS 211	3.0
5167	LIS 218	3.0
5168	LIS 223	3.0
5169	LIS 269.1	3.0
5170	LTS 2 CSSP	3.0
5171	Lingg 241	3.0
5172	Lingg ng Pil 280	3.0
5173	Lingg ng Pil 345	3.0
5174	LinggPil 366	3.0
5175	Isl Stud 225	3.0
5176	Socio 234	3.0
5177	Speech 164	3.0
5178	Speech 203	3.0
5179	Stat 249	3.0
5180	HRIM 100	3.0
5181	GE 151	3.0
5182	GE 152	0.0
5183	GIM 175	3.0
5184	Geog 242	3.0
5185	Geol 194	5.0
5186	Geol 400	6.0
5187	App Physics 156	4.0
5188	App Physics 173	3.0
5189	App Physics 176	3.0
5190	App Physics 182	4.0
5191	Aral Pil 300	6.0
5192	Arch 205	3.0
5193	Arch 251	3.0
5194	Arch 299	3.0
