	course_code	units
2174	MuP 100 BR Tpt	3.0
2175	MuP 100 BR Tu	3.0
2176	MuP 100 PERC	3.0
2177	MuP 100 PNO	3.0
2178	MuP 100 STG Gtr	3.0
2179	MuP 100 STG Db	3.0
2180	MuP 100 STG Vn	3.0
2181	MuP 100 STG Va	3.0
2182	MuP 100 VMT	3.0
2183	MuP 100 WWD Ob	3.0
2184	MuP 100 WWD Sax	3.0
2185	MuP 100 WWD Cla	3.0
2186	MuP 110 BR Tpt	3.0
2187	MuP 110 PNO	3.0
2188	MuP 110 STG Gtr	3.0
2189	MuP 110 STG Vn	3.0
2190	MuP 120 BR Trb	3.0
2191	MuP 120 BR Tpt	3.0
2192	MuP 120 BR Fr	3.0
2193	MuP 120 PERC	3.0
2194	MuP 120 PNO	3.0
2195	MuP 120 STG Gtr	3.0
2196	MuP 120 STG Db	3.0
2197	MuP 120 STG Va	3.0
2198	MuP 120 STG Vn	3.0
2199	MuP 120 STG Ce	3.0
2200	MuP 120 VMT	3.0
2201	MuP 120 WWD Fl	3.0
2202	MuP 120 WWD Ob	3.0
2203	MuP 120 WWD Sax	3.0
2204	MuP 120 WWD Cla	3.0
2205	MuP 130 PNO	3.0
2206	MuP 130 STG Gtr	3.0
2207	MuP 130 STG Va	3.0
2208	MuP 130 STG Vn	3.0
2209	MuP 130 VMT	3.0
2210	MuP 130 WWD Sax	3.0
2211	MuP 140 BR Trb	3.0
2212	MuP 140 PERC	3.0
2213	MuP 140 PNO	3.0
2214	MuP 140 STG Gtr	3.0
2215	MuP 140 STG Va	3.0
2216	MuP 140 STG Vn	3.0
2217	MuP 140 VMT	3.0
2218	MuP 140 WWD Fl	3.0
2219	MuP 140 WWD Sax	3.0
2220	MuP 140 WWD Cla	3.0
2221	MuP 150 BR Trb	3.0
2222	MuP 150 STG Vn	3.0
2223	MuP 150 VMT	3.0
2224	MuP 150 WWD Bas	3.0
2225	MuP 160 BR Tpt	3.0
2226	MuP 160 BR Fr	3.0
2227	MuP 160 PNO	3.0
2228	MuP 160 STG Gtr	3.0
2229	MuP 160 STG Vn	3.0
2230	MuP 170 PNO	3.0
2231	MuP 170 STG Vn	3.0
2232	MuP 170 STG Ce	3.0
2233	MuP 170 VMT	3.0
2234	MuP 180 VMT	3.0
2235	MuP 195 B	1.0
2236	MuP 195 BR Trb	1.0
2237	MuP 195 BR Tpt	1.0
2238	MuP 195 COND	1.0
2239	MuP 195 PERC	1.0
2240	MuP 195 STG Va	1.0
2241	MuP 195 STG Vn	1.0
2242	MuP 195 STG Ce	1.0
2243	MuP 195 VMT	1.0
2244	MuP 195 WWD Ob	1.0
2245	MuP 196 B	1.0
2246	MuP 196 COMP	1.0
2247	MuP 196 COND	1.0
2248	MuP 196 PNO	1.0
2249	MuP 196 STG Va	1.0
2250	MuP 196 STG Vn	1.0
2251	MuP 196 VMT	1.0
2252	MuP 203 WWD	3.0
2253	MuP 210 COND	3.0
2254	MuP 210 PNO	3.0
2255	MuP 210 STG	3.0
2256	MuP 210 VMT	3.0
2257	MuP 220 COND	3.0
2258	MuP 251 PNO	3.0
2259	MuP 252 WWD Cla	3.0
2260	MuP 253 Ku	3.0
2261	MuP 253 WWD Fl	3.0
2262	MuP 290 COND	2.0
2263	MuP 291 GTR	3.0
2264	MuPC 1 B	1.0
2265	MuPC 1 C	1.0
2266	MuPC 1 O	1.0
2267	MuPC 1 J	1.0
2268	MuPC 1 G	1.0
2269	MuPC 3 B	1.0
2270	MuPC 3 C	1.0
2271	MuPC 3 O	1.0
2272	MuPC 3 J	1.0
2273	MuPC 4 O	1.0
2274	MuPC 5 B	1.0
2275	MuPC 5 C	1.0
2276	MuPC 5 O	1.0
2277	MuPC 5 J	1.0
2278	MuPC 7 B	1.0
2279	MuPC 7 C	1.0
2280	MuPC 7 O	1.0
2281	MuPC 7 J	1.0
2282	MuPC 7 G	1.0
2283	MuPC 11	1.0
2284	MuPC 101 BR	2.0
2285	MuPC 101	2.0
2286	MuPC 101 STG	2.0
2287	MuPC 101 WWD	2.0
2288	MuPC 121 BR	2.0
2289	MuPC 121 PNO	2.0
2290	MuPC 121 STG	2.0
2291	MuPC 121 VMT	2.0
2292	MuPC 121	2.0
2293	MuPC 131 VMT	2.0
2294	MuPC 141 STG	2.0
2295	MuPC 146 BR	2.0
2296	MuPC 146 PERC	2.0
2297	MuPC 146 STG	2.0
2298	MuPC 146 PNO	2.0
2299	MuPC 146	2.0
2300	MuPC 151 PNO	2.0
2301	MuPC 156	3.0
2302	MuPC 166 PNO	3.0
2303	MuPC 176	3.0
2304	MuPed 210	3.0
2305	MuPed 230	3.0
2306	MuT 10	5.0
2307	MuT 12	5.0
2308	MuT 122	3.0
2309	MuT 131	3.0
2310	MuT 208	3.0
2311	MuT 212	3.0
2312	MuT 263	3.0
2313	MuT 264	3.0
2314	Mus 301	3.0
2315	Mus 302	3.0
2316	Mus 305	2.0
2317	Mus 306	2.0
2318	Mus 397	3.0
2319	Mus 398	1.0
2320	Mus 399	1.0
2321	Mus 400	12.0
2322	L Arch 1	3.0
2323	L Arch 10	3.0
2324	L Arch 11	3.0
2325	L Arch 19	3.0
2326	L Arch 20	3.0
2327	L Arch 21	3.0
2328	L Arch 24	3.0
2329	L Arch 25	3.0
2330	L Arch 131	4.0
2331	L Arch 133	3.0
2332	L Arch 138	3.0
2333	L Arch 139	3.0
2334	L Arch 144	3.0
2335	L Arch 149	3.0
2336	L Arch 199	4.0
2337	L Arch 221	3.0
2338	L Arch 224	3.0
2339	L Arch 300	3.0
2340	LAW 189	3.0
2341	LAW 192	3.0
2342	LAW 193	3.0
2343	LAW 240	3.0
2344	LAW 241	2.0
2345	LAW 242	5.0
2346	LAW 243	3.0
2347	LAW 247	5.0
2348	LAW 252	3.0
2349	LAW 266	4.0
2350	LAW 268	3.0
2351	LAW 274	3.0
2352	LAW 300	3.0
2353	LIS 10	3.0
2354	LIS 50	3.0
2355	LIS 51	3.0
2356	LIS 61	3.0
2357	LIS 64	3.0
2358	LIS 71	3.0
2359	LIS 115	3.0
2360	LIS 120	3.0
2361	LIS 140	3.0
2362	LIS 152	3.0
2363	LIS 158	3.0
2364	LIS 160	3.0
2365	LIS 162	3.0
2366	LIS 172	3.0
2367	LIS 181	3.0
2368	LIS 191	3.0
2369	LIS 195	3.0
2370	LIS 198	3.0
2371	LIS 199	3.0
2372	LIS 200	3.0
2373	LIS 201	3.0
2374	LIS 202	3.0
2375	LIS 210	3.0
2376	LIS 226	3.0
2377	LIS 231	3.0
2378	LIS 254	3.0
2379	LIS 255	3.0
2380	LIS 256	3.0
2381	LIS 277	3.0
2382	LIS 290	4.0
2383	LIS 298	3.0
2384	LIS 299	3.0
2385	LIS 299.1	3.0
2386	LIS 299.2	3.0
2387	LIS 300	3.0
2388	LStud 201	3.0
2389	LStud 202	3.0
2390	LStud 203	3.0
2391	LTS 1 CAL	3.0
2392	LTS 1 Educ	3.0
2393	LTS 1 CS	3.0
2394	Latin 10	3.0
2395	Law 99	1.0
2396	Law 100	4.0
2397	Law 102	4.0
2398	Law 103	2.0
2399	Law 104	3.0
2400	Law 105	3.0
2401	Law 106	5.0
2402	Law 108	3.0
2403	Law 109	3.0
2404	Law 111	3.0
2405	Law 113	3.0
2406	Law 115	2.0
2407	Law 116	2.0
2408	Law 117	2.0
2409	Law 118	1.0
2410	Law 119	2.0
2411	Law 121	4.0
2412	Law 122	4.0
2413	Law 124	3.0
2414	Law 126	3.0
2415	Law 127	4.0
2416	Law 128	4.0
2417	Law 129-A	3.0
2418	Law 130	5.0
2419	Law 132	3.0
2420	Law 133	2.0
2421	Law 134	2.0
2422	Law 136	5.0
2423	Law 138	2.0
2424	Law 139	2.0
2425	Law 154	3.0
2426	Law 156	3.0
2427	Law 158	2.0
2428	Law 159	4.0
2429	Law 163	3.0
2430	Law 169	2.0
2431	Law 171	3.0
2432	Law 172	3.0
2433	Law 173	3.0
2434	Law 176	3.0
2435	Law 181	3.0
2436	Lingg 1	3.0
2437	Lingg 110	3.0
2438	Lingg 120	3.0
2439	Lingg 130	3.0
2440	Lingg 150	3.0
2441	Lingg 165	3.0
2442	Lingg 190	3.0
2443	Lingg 197	3.0
2444	Lingg 199	3.0
2445	Lingg 201	3.0
2446	Lingg 207	3.0
2447	Lingg 213	3.0
2448	Lingg 250	3.0
2449	Lingg 299	3.0
2450	Lingg 300	3.0
2451	Lingg 399	3.0
2452	Lingg 400	3.0
2453	Lingg ng Pil 285	3.0
2454	LinggPil 271	3.0
2455	LinggPil 302	3.0
2456	LinggPil 345	3.0
2457	LinggPil 390	3.0
2458	IA 202	3.0
2459	IA 205	3.0
2460	IA 264	3.0
2461	IA 267	3.0
2462	IA 290	3.0
2463	IA 299	3.0
2464	ID 10	3.0
2465	ID 11	3.0
2466	ID 14	3.0
2467	ID 31	3.0
2468	ID 44	3.0
2469	ID 123	3.0
2470	ID 131	3.0
2471	ID 133	3.0
2472	ID 143	3.0
2473	ID 151	3.0
2474	ID 179	4.0
2475	ID 191	3.0
2476	ID 200	3.0
2477	ID 201	3.0
2478	ID 241	3.0
2479	ID 276	3.0
2480	ID 300	6.0
2481	IE 3	3.0
2482	IE 21	3.0
2483	IE 27	3.0
2484	IE 31	3.0
2485	IE 40	3.0
2486	IE 50	3.0
2487	IE 135	3.0
2488	IE 142	2.0
2489	IE 143	3.0
2490	IE 153	3.0
2491	IE 158	3.0
2492	IE 162	3.0
2493	IE 172	2.0
2494	IE 194	3.0
2495	IE 197	3.0
2496	IE 198	3.0
2497	IE 211	3.0
2498	IE 214	3.0
2499	IE 230	3.0
2500	IE 231	3.0
2501	IE 241	3.0
2502	IE 252	3.0
2503	IE 255	3.0
2504	IE 256	3.0
2505	IE 272	3.0
2506	IE 273	3.0
2507	IE 296	1.0
2508	IE 298	3.0
2509	IE 299	3.0
2510	IE 300	3.0
2511	IE 330	3.0
2512	IE 350	3.0
2513	IR 201	3.0
2514	IR 202	3.0
2515	IR 204	3.0
2516	IR 207.1	3.0
2517	IR 207.2	3.0
2518	IR 211	3.0
2519	IR 213	3.0
2520	IR 214	3.0
2521	IR 215	3.0
2522	IR 217	3.0
2523	IR 220	3.0
2524	IR 222	3.0
2525	IR 225	3.0
2526	IR 246	3.0
2527	IR 289	3.0
2528	IR 299	3.0
2529	IR 299.1	3.0
2530	IR 300	6.0
2531	IS 214	3.0
2532	IS 225	3.0
2533	IS 241	3.0
2534	IS 261	3.0
2535	IS 271	3.0
2536	IS 275	3.0
2537	IS 281	3.0
2538	IS 291	3.0
2539	Int Jap B	0.0
2540	Intl Stud 290	3.0
2541	Intl Stud 300	6.0
2542	Intsik 10	3.0
2543	Intsik 11	3.0
2544	Isl Stud 10	3.0
2545	Isl Stud 11	3.0
2546	Isl Stud 12	3.0
2547	Isl Stud 13	3.0
2548	Isl Stud 251	3.0
2549	Isl Stud 293	3.0
2550	Isl Stud 298	3.0
2551	Isl Stud 299	3.0
2552	Isl Stud 300	3.0
2553	Ital 10	3.0
2554	Ital 11	3.0
2555	Ital 14	3.0
2556	Ital 15	3.0
2557	Ital 100	3.0
2558	Ital 197	3.0
2559	Italian 60	3.0
2560	Italian 70	3.0
2561	Italian 110	3.0
2562	Italian 111	3.0
2563	SAS 1	3.0
2564	SD 301	3.0
2565	SD 302	3.0
2566	SD 311	3.0
2567	SD 313	3.0
2568	SD 398	3.0
2569	SEA 30	3.0
2570	SFA 30	3.0
2571	SFA 40	3.0
2572	SFA 130	3.0
2573	SFA 132	3.0
2574	SFA 140	3.0
2575	SFA 142	3.0
2576	SFA 144	3.0
2577	SFA 151	3.0
2578	SFA 192	3.0
2579	SOSC 3	3.0
2580	SS 102	3.0
2581	SS 103	3.0
2582	SS 104	3.0
2583	SS 105	3.0
2584	SS 110	3.0
2585	SS 111	3.0
2586	SS 120	3.0
2587	SS 121	3.0
2588	SS 130	3.0
2589	SS 140	3.0
2590	SS 141	3.0
2591	SS 150	3.0
2592	SS 151	3.0
2593	SS 152	3.0
2594	SS 160	3.0
2595	SS 161	3.0
2596	SS 170	3.0
2597	SS 171	3.0
2598	SS 181	3.0
2599	SS 191	3.0
2600	SS 197	3.0
2601	SS 199	3.0
2602	SS 200	3.0
2603	STS 1	3.0
2604	SW 111	3.0
2605	SW 122	3.0
2606	SW 123	3.0
2607	SW 131	3.0
2608	SW 140	3.0
2609	SW 142	3.0
2610	SW 147	3.0
2611	SW 148	3.0
2612	SW 150	5.0
2613	SW 151	15.0
2614	SW 160	3.0
2615	SW 199.1	3.0
2616	SW 201	3.0
2617	SW 202	3.0
2618	SW 210	3.0
2619	SW 211	3.0
2620	SW 215	3.0
2621	SW 220	3.0
2622	SW 225	3.0
2623	SW 226	3.0
2624	SW 251	3.0
2625	SW 253	3.0
2626	SW 255	3.0
2627	SW 285	3.0
2628	SW 286	3.0
2629	SW 287	3.0
2630	SW 290	3.0
2631	Shop 7	1.0
2632	Soc Sci 1	3.0
2633	Soc Sci 2	3.0
2634	Soc Sci 103	3.0
2635	Soc Sci 201	3.0
2636	Socio 10	3.0
2637	Socio 11	3.0
2638	Socio 101	3.0
2639	Socio 114	3.0
2640	Socio 118	3.0
2641	Socio 124	3.0
2642	Socio 132	3.0
2643	Socio 142	3.0
2644	Socio 153	3.0
2645	Socio 167	3.0
2646	Socio 171	3.0
2647	Socio 178	3.0
2648	Socio 179	3.0
2649	Socio 180	3.0
2650	Socio 182	3.0
2651	Socio 183	3.0
2652	Socio 188	3.0
2653	Socio 197	3.0
2654	Socio 200	3.0
2655	Socio 218	3.0
2656	Socio 226	3.0
2657	Socio 271	3.0
2658	Socio 274	3.0
2659	Socio 281	3.0
2660	Socio 282	3.0
2661	Socio 297	3.0
2662	Socio 388	3.0
2663	Span 10	3.0
2664	Span 11	3.0
2665	Span 14	3.0
2666	Span 15	3.0
2667	Span 100	3.0
2668	Span 105	3.0
2669	Span 125	3.0
2670	Spanish 60	3.0
2671	Spanish 70	3.0
2672	Spanish 110	3.0
2673	Spanish 111	3.0
2674	Speech 30	3.0
2675	Speech 100	3.0
2676	Speech 115	3.0
2677	Speech 120	3.0
2678	Speech 122	3.0
2679	Speech 124	3.0
2680	Speech 125	3.0
2681	Speech 130	3.0
2682	Speech 131	3.0
2683	Speech 133	3.0
2684	Speech 143	3.0
2685	Speech 150	3.0
2686	Speech 152	3.0
2687	Speech 153	3.0
2688	Speech 157	3.0
2689	Speech 180	3.0
2690	Speech 181	3.0
2691	Speech 184	3.0
2692	Speech 186	3.0
2693	Speech 199	3.0
2694	Speech 200	3.0
2695	Speech 201	3.0
2696	Speech 211	3.0
2697	Speech 281	3.0
2698	Speech 300	6.0
2699	Stat 101	3.0
2700	Stat 102	3.0
2701	Stat 114	3.0
2702	Stat 115	3.0
2703	Stat 121	3.0
2704	Stat 124	3.0
2705	Stat 131	4.0
2706	Stat 134	3.0
2707	Stat 135	3.0
2708	Stat 142	3.0
2709	Stat 145	3.0
2710	Stat 146	3.0
2711	Stat 147	4.0
2712	Stat 148	4.0
2713	Stat 191	3.0
2714	Stat 192.1	3.0
2715	Stat 193.1	3.0
2716	Stat 197	3.0
2717	Stat 207	5.0
2718	Stat 208	3.0
2719	Stat 210	3.0
2720	Stat 221	3.0
2721	Stat 225	3.0
2722	Stat 227	3.0
2723	Stat 230	3.0
2724	Stat 231	3.0
2725	Stat 232	3.0
2726	Stat 233	3.0
2727	Stat 245	3.0
2728	Stat 250	3.0
2729	Stat 263	3.0
2730	Stat 275	3.0
2731	Stat 276	3.0
2732	Stat 280	3.0
2733	Stat 290	1.0
2734	Stat 298	5.0
2735	Stat 299	4.0
2736	Stat 300	3.0
2737	Stat 301	3.0
2738	Stat 396	1.0
2739	Stat 400	12.0
2740	VC 20	3.0
2741	VC 22	3.0
2742	VC 24	3.0
2743	VC 26	3.0
2744	VC 26.2	3.0
2745	VC 28	3.0
2746	VC 36	3.0
2747	VC 40	3.0
2748	VC 100	3.0
2749	VC 120	3.0
2750	VC 130	3.0
2751	VC 135.1	3.0
2752	VC 137	3.0
2753	VC 138	3.0
2754	VC 143	3.0
2755	VC 199	3.0
2756	HEEd 134	3.0
2757	HEEd 137	3.0
2758	HEEd 138	3.0
2759	HEEd 139	3.0
2760	HEEd 148	3.0
2761	HEEd 149	3.0
2762	HEEd 197	3.0
2763	HEEd 231	3.0
2764	HEEd 301	3.0
2765	HEEd 341	3.0
2766	HEEd 397	3.0
2767	HEEd 400	12.0
2768	HMS 232	3.0
2769	HMS 234	3.0
2770	HRIM 111	5.0
2771	HRIM 127	3.0
2772	HRIM 130	3.0
2773	HRIM 131	3.0
2774	HRIM 141	3.0
2775	HRIM 150	5.0
2776	HRIM 151	3.0
2777	HRIM 153	3.0
2778	HRIM 154	3.0
2779	HRIM 155	3.0
2780	HRIM 156	3.0
2781	HRIM 161	5.0
2782	HRIM 162	3.0
2783	HRIM 163	3.0
2784	HRIM 170	3.0
2785	HRIM 186	10.0
2786	HRIM 233	2.0
2787	HRIM 270	2.0
2788	HRIM 280	2.0
2789	HRIM 297	2.0
2790	HRIM 299	3.0
2791	Hapon 110	3.0
2792	Hapon 120	3.0
2793	Hapon 121	3.0
2794	Hapon 122	3.0
2795	GE 30	3.0
2796	GE 118	3.0
2797	GE 120	3.0
2798	GE 127	4.0
2799	GE 142	1.0
2800	GE 143	3.0
2801	GE 149	2.0
2802	GE 168	3.0
2803	GE 169	4.0
2804	GIM 165	3.0
2805	Geog 101	3.0
2806	Geog 105	3.0
2807	Geog 109	3.0
2808	Geog 111	3.0
2809	Geog 143	3.0
2810	Geog 151	3.0
2811	Geog 212	3.0
2812	Geog 299	3.0
2813	Geol 12	2.0
2814	Geol 51	5.0
2815	Geol 105	3.0
2816	Geol 116	3.0
2817	Geol 118	3.0
2818	Geol 122	3.0
2819	Geol 131	4.0
2820	Geol 133	3.0
2821	Geol 135	4.0
2822	Geol 141	3.0
2823	Geol 154	3.0
2824	Geol 170	6.0
2825	Geol 181	4.0
2826	Geol 190	3.0
2827	Geol 196	2.0
2828	Geol 198	3.0
2829	Geol 200	3.0
2830	Geol 213	2.0
2831	Geol 217	3.0
2832	Geol 241	4.0
2833	Geol 250	4.0
2834	Geol 271	3.0
2835	German 12	3.0
2836	German 13	3.0
2837	German 16	6.0
2838	German 30	3.0
2839	German 51	3.0
2840	German 61	3.0
2841	German 101	3.0
2842	German 130	3.0
2843	German 140	3.0
2844	German 150	3.0
2845	GmE 216	3.0
2846	GmE 217	3.0
2847	GmE 221	3.0
2848	GmE 231	3.0
2849	GmE 241	3.0
2850	Kas 10	3.0
2851	Kas 102	3.0
2852	Kas 104	3.0
2853	Kas 111	3.0
2854	Kas 118	3.0
2855	Kas 128	3.0
2856	Kas 154	3.0
2857	Kas 155	3.0
2858	Kas 163	3.0
2859	Kas 168	3.0
2860	Kas 196	3.0
2861	Kas 198	3.0
2862	Kas 199	3.0
2863	Kas 203	3.0
2864	Kas 206	3.0
2865	Kas 208	3.0
2866	Kas 210	3.0
2867	Kas 301	3.0
2868	Kas 328	3.0
2869	Korea Studies 101	3.0
2870	Koreyano 12	3.0
2871	Koreyano 13	3.0
2872	Koreyano 110	3.0
2873	Koreyano 112	3.0
2874	Koreyano 113	3.0
2875	Koreyano 120	3.0
2876	TFA 155	3.0
2877	TFA 157	3.0
2878	TFA 163	3.0
2879	TFA 166	3.0
2880	TFA 187	3.0
2881	Theatre 102	3.0
2882	Theatre 104	3.0
2883	Theatre 110	3.0
2884	Theatre 120	3.0
2885	Theatre 122	3.0
2886	Theatre 133	3.0
2887	Theatre 143	3.0
2888	Theatre 152	3.0
2889	Theatre 153	3.0
2890	Theatre 162	3.0
2891	Theatre 164	3.0
2892	Theatre 166	3.0
2893	Theatre 170	3.0
2894	Theatre 182	3.0
2895	Theatre 198	3.0
2896	Theatre 202	3.0
2897	Theatre 207	3.0
2898	Theatre 208	3.0
2899	Theatre 211	3.0
2900	Theatre 299.1	6.0
2901	Tour 111	3.0
2902	Tour 112	3.0
2903	Tour 113	3.0
2904	Tour 119	3.0
2905	Tour 126	3.0
2906	Tour 136	3.0
2907	Tour 153	3.0
2908	Tour 161	3.0
2909	Tour 167	3.0
2910	Tour 182	3.0
2911	Tour 198	3.0
2912	Tour 204	3.0
2913	Tour 211	3.0
2914	Tour 212	3.0
2915	Tour 281	3.0
2916	Tour 282	3.0
2917	Japan Studies 101	3.0
2918	J 109	3.0
2919	J 136	3.0
2920	AI 212	3.0
2921	AI 322	3.0
2922	AI 361	3.0
2923	AI 399	1.0
2924	AI 400	3.0
2925	ARM 211	3.0
2926	ARM 212	3.0
2927	ARM 213	3.0
2928	ARM 214	3.0
2929	ARM 298	4.0
2930	AS 206	3.0
2931	AS 207	3.0
2932	AS 235.1	3.0
2933	AS 235.3	3.0
2934	AS 236.2	3.0
2935	AS 237.2	3.0
2936	AS 255.1	3.0
2937	AS 255.3	3.0
2938	AS 256	3.0
2939	AS 265.1	3.0
2940	AS 285.2	3.0
2941	Anthro 112	3.0
2942	Anthro 118	3.0
2943	Anthro 133	3.0
2944	Anthro 151	3.0
2945	Anthro 161	3.0
2946	Anthro 167	3.0
2947	Anthro 173	3.0
2948	Anthro 175	3.0
2949	Anthro 181	3.0
2950	Anthro 190	3.0
2951	Anthro 194	3.0
2952	Anthro 202	3.0
2953	Anthro 216	3.0
2954	Anthro 225	3.0
2955	Anthro 232	3.0
2956	Anthro 235	3.0
2957	Anthro 236	3.0
2958	Anthro 262	3.0
2959	Anthro 280	3.0
2960	Anthro 289	3.0
2961	Anthro 297	3.0
2962	Anthro 298	3.0
2963	App Physics 157	4.0
2964	App Physics 171	3.0
2965	App Physics 181	4.0
2966	Arch 3	3.0
2967	Arch 5	2.0
2968	Arch 16	2.0
2969	Arch 18	2.0
2970	Arch 20	2.0
2971	Arch 22	3.0
2972	Arch 23	3.0
2973	Arch 32	3.0
2974	Arch 33	3.0
2975	Arch 35	3.0
2976	Arch 55	2.0
2977	Arch 75	2.0
2978	Arch 105	3.0
2979	Arch 134	3.0
2980	Arch 140	3.0
2981	Arch 142	4.0
2982	Arch 147	3.0
2983	Arch 149	3.0
2984	Arch 162	3.0
2985	Arch 171	4.0
2986	Arch 199.2	4.0
2987	Art Stud 103	3.0
2988	Art Stud 111	3.0
2989	Art Stud 113	3.0
2990	Art Stud 141	3.0
2991	Art Stud 171	3.0
2992	Art Stud 175	3.0
2993	Art Stud 183	3.0
2994	Art Stud 191	3.0
2995	Art Stud 192	3.0
2996	Art Stud 198	3.0
2997	Art Stud 203	3.0
2998	Art Stud 252	3.0
2999	Art Stud 272	3.0
3000	Art Stud 277	3.0
3001	Art Stud 283	3.0
3002	Art Stud 284	3.0
3003	Art Stud 287	3.0
3004	Art Stud 298	3.0
3005	Nutr 202	3.0
3006	Nutr 260	3.0
3007	Nutr 299	3.0
3008	Nutr 400	12.0
3009	PA 219	3.0
3010	PA 229	3.0
3011	PA 232	3.0
3012	PA 233	3.0
3013	PA 243	3.0
3014	PA 258	3.0
3015	PA 259	3.0
3016	PA 261	3.0
3017	PA 273	3.0
3018	PA 282	3.0
3019	PA 289	3.0
3020	PA 305	3.0
3021	PA 323	3.0
3022	PA 329	3.0
3023	PA 331	3.0
3024	PA 359	3.0
3025	PE 2 SFB	2.0
3026	PE 2 V	2.0
3027	PEd 120.2	3.0
3028	PEd 123.1	3.0
3029	PEd 130.2	3.0
3030	PEd 132.2	3.0
3031	PEd 133.2	3.0
3032	PEd 134.2	3.0
3033	PEd 135.2	3.0
3034	PEd 153.2	3.0
3035	PEd 172	3.0
3036	PEd 180	3.0
3037	PEd 191	3.0
3038	POLSC 123	3.0
3039	POLSC 126	3.0
3040	POLSC 133	3.0
3041	POLSC 139	3.0
3042	POLSC 143	3.0
3043	POLSC 184	3.0
3044	POLSC 200	3.0
3045	POLSC 252	3.0
3046	POLSC 270	3.0
3047	POLSC 275	3.0
3048	POLSC 301	3.0
3049	PS 212	3.0
3050	PS 213	3.0
3051	PS 220	3.0
3052	PS 222	3.0
3053	PS 231	3.0
3054	PS 233	3.0
3055	Pan Pil 121	3.0
3056	Pan Pil 220	3.0
3057	Pan Pil 230	3.0
3058	Pan Pil 245	3.0
3059	Pan Pil 260	3.0
3060	Pan Pil 265	3.0
3061	Pan Pil 290	3.0
3062	Pan Pil 304	3.0
3063	Pan Pil 399	3.0
3064	Pan Pil 400	6.0
3065	Perf. Stud. 397	3.0
3066	Perf. Stud. 399	3.0
3067	Persyan 10	3.0
3068	Persyan 11	3.0
3069	Philo 10	3.0
3070	Philo 12	3.0
3071	Philo 111	3.0
3072	Philo 120	3.0
3073	Philo 130	3.0
3074	Philo 150	3.0
3075	Philo 176	3.0
3076	Philo 197	3.0
3077	Philo 201	3.0
3078	Philo 250	3.0
3079	Philo 270	3.0
3080	Philo 286	3.0
3081	Philo 287	3.0
3082	Philo 296	3.0
3083	Philo 298	3.0
3084	Philo 301	3.0
3085	Philo 304	3.0
3086	Philo 376	3.0
3087	Philo 393	3.0
3088	Physics 132	3.0
3089	Physics 142	3.0
3090	Physics 151	3.0
3091	Physics 161	3.0
3092	Physics 165	3.0
3093	Physics 191	4.0
3094	Physics 202.2	3.0
3095	Physics 203.2	3.0
3096	Physics 204.6	3.0
3097	Physics 205	3.0
3098	Physics 206.5	3.0
3099	Physics 206.8	3.0
3100	Physics 207	1.0
3101	Physics 208	4.0
3102	Physics 209.1	4.0
3103	Physics 210.1	2.0
3104	Physics 212	3.0
3105	Physics 215	3.0
3106	Physics 222	3.0
3107	Physics 225	3.0
3108	Physics 232	3.0
3109	Physics 242	3.0
3110	Physics 251	3.0
3111	Physics 266	3.0
3112	Plan 256	3.0
3113	Plan 258	3.0
3114	Plan 399	3.0
3115	Psych 103	3.0
3116	Psych 198	3.0
3117	ROTC Mil Sci 2	3.0
3118	B 210	3.0
3119	B 297	3.0
3120	B Ind/Mal 12	3.0
3121	B Ind/Mal 13	3.0
3122	B Ind/Mal 110	3.0
3123	B Ind/Mal 111	3.0
3124	BA 99.2	3.0
3125	BA 106	3.0
3126	BA 114.2	4.5
3127	BA 117	3.0
3128	BA 118.1	6.0
3129	BA 118.2	3.0
3130	BA 119	3.0
3131	BA 122.1	3.0
3132	BA 123	6.0
3133	BA 124	3.0
3134	BA 126	3.0
3135	BA 128	3.0
3136	BA 132	3.0
3137	BA 142	3.0
3138	BA 162	3.0
3139	BA 172	3.0
3140	BA 173	3.0
3141	BA 176	3.0
3142	BA 182	3.0
3143	BA 190	3.0
3144	BA 193	3.0
3145	BA 194	3.0
3146	BA 303	3.0
3147	BA 313	3.0
3148	BA 323	3.0
3149	BA 330	3.0
3150	BA 335	3.0
3151	BA 391	3.0
3152	BIO 111	4.0
3153	BIO 116	4.0
3154	BIO 117	4.0
3155	BIO 125	3.0
3156	BIO 162	4.0
3157	BIO 200	1.0
3158	BIO 224	3.0
3159	BIO 241	3.0
3160	BIO 243	3.0
3161	BIO 262	3.0
3162	BIO 265	3.0
3163	BIO 299	2.0
3164	BMAS 105	3.0
3165	BMAS 107	3.0
3166	BMAS 108	3.0
3167	BMAS 109	3.0
3168	BMAS 111	3.0
3169	BMAS 113	3.0
3170	BMAS 125	3.0
3171	BMAS 136	3.0
3172	BMAS 141	3.0
3173	BMAS 146	3.0
3174	BMAS 197	3.0
3175	Bioethics 231	3.0
3176	Bioinfo 203	3.0
3177	Bioinfo 204	3.0
3178	Bioinfo 296	1.0
3179	Bioinfo 297	3.0
3180	FA 11	3.0
3181	FA 13	3.0
3182	FA 15	3.0
3183	FA 144	3.0
3184	FA 200	3.0
3185	FA 202	3.0
3186	FA 211	3.0
3187	FA 235	3.0
3188	FA 236	3.0
3189	FA 241	3.0
3190	FLCD 102	4.0
3191	FLCD 127	3.0
3192	FLCD 128	3.0
