,0
"('UP National College of Public Administration and Governance', 'Institute of Mathematics')",1980.8
"('UP National College of Public Administration and Governance', 'Alfredo V. Lagmay Hall')",1503.6
"('UP National College of Public Administration and Governance', 'UP School of Urban and Regional Planning')",269.8
"('UP National College of Public Administration and Governance', 'UP Vanguard Building')",560.7
"('UP National College of Public Administration and Governance', 'University of the Philippines-Diliman Department of Sociology')",1476.6
"('UP National College of Public Administration and Governance', 'Bulwagang Silangang Palma')",1569.2
"('UP National College of Public Administration and Governance', 'UP School of Statistics New Building')",1187.2
"('UP National College of Public Administration and Governance', 'Technology Management Center - University of the Philippines')",2054.2
"('UP National College of Public Administration and Governance', 'UP Asian Institute Of Tourism')",740.9
"('UP College of Human Kinetics', 'University of the Philippines Diliman Institute of Chemistry - Teaching Building')",2048.6
"('UP College of Human Kinetics', 'University of the Philippines College of Engineering')",1091.6
"('UP College of Human Kinetics', 'UP College of Music')",562.8
"('UP College of Human Kinetics', 'UP School of Economics')",1463.9
"('UP College of Human Kinetics', 'UP College of Fine Arts')",808.2
"('UP College of Human Kinetics', 'Department of Chemical Engineering, University of the Philippines Diliman')",1674.9
"('UP College of Human Kinetics', 'Computational Science Research Center')",1911.0
"('UP College of Human Kinetics', 'UP College of Education')",1596.9
"('UP College of Human Kinetics', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",1776.3
"('UP College of Human Kinetics', 'Industrial Engineering - Mechanical Engineering Building')",1059.2
"('UP College of Human Kinetics', 'Institute of Environmental Science and Meteorology')",1878.5
"('UP College of Human Kinetics', 'UP Child Development Center')",1909.2
"('UP College of Human Kinetics', 'Alonso Hall')",1838.0
"('UP College of Human Kinetics', 'UP Department of Geodetics Engineering')",1053.2
"('UP College of Human Kinetics', 'University of the Philippines Center for International Studies')",1445.1
"('UP College of Human Kinetics', 'National Institute of Geological Sciences')",1802.0
"('UP College of Human Kinetics', 'UP College of Home Economics')",1892.2
"('UP College of Human Kinetics', 'UP Institute of Islamic Studies')",341.7
"('UP College of Human Kinetics', 'UP College of Law')",1345.3
"('UP College of Human Kinetics', 'National Institute of Molecular Biology and Biotechnology')",1884.3
"('UP College of Human Kinetics', 'UP Department of Mechanical Engineering')",826.9
"('UP College of Human Kinetics', 'UP Marine Science Institute')",1576.1
"('UP College of Human Kinetics', 'Institute of Mathematics')",2061.0
"('UP College of Human Kinetics', 'Alfredo V. Lagmay Hall')",1513.5
"('UP College of Human Kinetics', 'UP School of Urban and Regional Planning')",288.9
"('UP College of Human Kinetics', 'UP Vanguard Building')",162.0
"('UP College of Human Kinetics', 'University of the Philippines-Diliman Department of Sociology')",1486.4
"('UP College of Human Kinetics', 'Bulwagang Silangang Palma')",1579.0
"('UP College of Human Kinetics', 'UP School of Statistics New Building')",1267.5
"('UP College of Human Kinetics', 'Technology Management Center - University of the Philippines')",2134.5
"('UP College of Human Kinetics', 'UP Asian Institute Of Tourism')",545.0
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'University of the Philippines College of Engineering')",1166.7
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP College of Music')",1587.6
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP School of Economics')",871.5
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP College of Fine Arts')",1520.8
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Department of Chemical Engineering, University of the Philippines Diliman')",886.1
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Computational Science Research Center')",210.9
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP College of Education')",618.1
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",682.2
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Industrial Engineering - Mechanical Engineering Building')",1185.7
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Institute of Environmental Science and Meteorology')",491.0
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP Child Development Center')",435.3
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Alonso Hall')",431.5
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP Department of Geodetics Engineering')",1267.6
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'University of the Philippines Center for International Studies')",769.9
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'National Institute of Geological Sciences')",541.9
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP College of Home Economics')",477.0
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP Institute of Islamic Studies')",1829.4
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP College of Law')",908.0
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'National Institute of Molecular Biology and Biotechnology')",191.8
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP Department of Mechanical Engineering')",1298.9
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP Marine Science Institute')",587.2
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Institute of Mathematics')",387.8
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Alfredo V. Lagmay Hall')",701.5
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP School of Urban and Regional Planning')",1840.7
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP Vanguard Building')",1886.6
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'University of the Philippines-Diliman Department of Sociology')",786.7
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Bulwagang Silangang Palma')",709.0
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP School of Statistics New Building')",976.5
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'Technology Management Center - University of the Philippines')",496.0
"('University of the Philippines Diliman Institute of Chemistry - Teaching Building', 'UP Asian Institute Of Tourism')",2339.8
"('University of the Philippines College of Engineering', 'UP College of Music')",630.6
"('University of the Philippines College of Engineering', 'UP School of Economics')",418.3
"('University of the Philippines College of Engineering', 'UP College of Fine Arts')",1206.4
"('University of the Philippines College of Engineering', 'Department of Chemical Engineering, University of the Philippines Diliman')",1283.2
"('University of the Philippines College of Engineering', 'Computational Science Research Center')",1093.7
"('University of the Philippines College of Engineering', 'UP College of Education')",555.0
"('University of the Philippines College of Engineering', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",1094.1
"('University of the Philippines College of Engineering', 'Industrial Engineering - Mechanical Engineering Building')",321.0
"('University of the Philippines College of Engineering', 'Institute of Environmental Science and Meteorology')",1141.8
"('University of the Philippines College of Engineering', 'UP Child Development Center')",867.3
"('University of the Philippines College of Engineering', 'Alonso Hall')",796.2
"('University of the Philippines College of Engineering', 'UP Department of Geodetics Engineering')",315.0
"('University of the Philippines College of Engineering', 'University of the Philippines Center for International Studies')",403.4
"('University of the Philippines College of Engineering', 'National Institute of Geological Sciences')",1065.3
"('University of the Philippines College of Engineering', 'UP College of Home Economics')",850.4
"('University of the Philippines College of Engineering', 'UP Institute of Islamic Studies')",1112.8
"('University of the Philippines College of Engineering', 'UP College of Law')",303.0
"('University of the Philippines College of Engineering', 'National Institute of Molecular Biology and Biotechnology')",1067.1
"('University of the Philippines College of Engineering', 'UP Department of Mechanical Engineering')",342.1
"('University of the Philippines College of Engineering', 'UP Marine Science Institute')",776.7
"('University of the Philippines College of Engineering', 'Institute of Mathematics')",1324.3
"('University of the Philippines College of Engineering', 'Alfredo V. Lagmay Hall')",471.5
"('University of the Philippines College of Engineering', 'UP School of Urban and Regional Planning')",994.5
"('University of the Philippines College of Engineering', 'UP Vanguard Building')",929.6
"('University of the Philippines College of Engineering', 'University of the Philippines-Diliman Department of Sociology')",444.7
"('University of the Philippines College of Engineering', 'Bulwagang Silangang Palma')",537.1
"('University of the Philippines College of Engineering', 'UP School of Statistics New Building')",816.7
"('University of the Philippines College of Engineering', 'Technology Management Center - University of the Philippines')",1397.8
"('University of the Philippines College of Engineering', 'UP Asian Institute Of Tourism')",1428.0
"('UP College of Music', 'UP School of Economics')",999.5
"('UP College of Music', 'UP College of Fine Arts')",932.4
"('UP College of Music', 'Department of Chemical Engineering, University of the Philippines Diliman')",1621.6
"('UP College of Music', 'Computational Science Research Center')",1449.9
"('UP College of Music', 'UP College of Education')",1135.9
"('UP College of Music', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",1432.6
"('UP College of Music', 'Industrial Engineering - Mechanical Engineering Building')",640.2
"('UP College of Music', 'Institute of Environmental Science and Meteorology')",1480.2
"('UP College of Music', 'UP Child Development Center')",1448.1
"('UP College of Music', 'Alonso Hall')",1377.0
"('UP College of Music', 'UP Department of Geodetics Engineering')",634.2
"('UP College of Music', 'University of the Philippines Center for International Studies')",984.1
"('UP College of Music', 'National Institute of Geological Sciences')",1403.7
"('UP College of Music', 'UP College of Home Economics')",1431.2
"('UP College of Music', 'UP Institute of Islamic Studies')",584.0
"('UP College of Music', 'UP College of Law')",884.3
"('UP College of Music', 'National Institute of Molecular Biology and Biotechnology')",1423.3
"('UP College of Music', 'UP Department of Mechanical Engineering')",407.9
"('UP College of Music', 'UP Marine Science Institute')",1115.1
"('UP College of Music', 'Institute of Mathematics')",1662.7
"('UP College of Music', 'Alfredo V. Lagmay Hall')",1052.5
"('UP College of Music', 'UP School of Urban and Regional Planning')",465.8
"('UP College of Music', 'UP Vanguard Building')",400.9
"('UP College of Music', 'University of the Philippines-Diliman Department of Sociology')",1025.4
"('UP College of Music', 'Bulwagang Silangang Palma')",1118.0
"('UP College of Music', 'UP School of Statistics New Building')",1155.1
"('UP College of Music', 'Technology Management Center - University of the Philippines')",1736.2
"('UP College of Music', 'UP Asian Institute Of Tourism')",899.2
"('UP School of Economics', 'UP College of Fine Arts')",1575.3
"('UP School of Economics', 'Department of Chemical Engineering, University of the Philippines Diliman')",1529.9
"('UP School of Economics', 'Computational Science Research Center')",832.6
"('UP School of Economics', 'UP College of Education')",378.8
"('UP School of Economics', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",1326.0
"('UP School of Economics', 'Industrial Engineering - Mechanical Engineering Building')",412.3
"('UP School of Economics', 'Institute of Environmental Science and Meteorology')",1168.7
"('UP School of Economics', 'UP Child Development Center')",572.1
"('UP School of Economics', 'Alonso Hall')",501.0
"('UP School of Economics', 'UP Department of Geodetics Engineering')",494.1
"('UP School of Economics', 'University of the Philippines Center for International Studies')",501.1
"('UP School of Economics', 'National Institute of Geological Sciences')",1219.6
"('UP School of Economics', 'UP College of Home Economics')",555.1
"('UP School of Economics', 'UP Institute of Islamic Studies')",1485.1
"('UP School of Economics', 'UP College of Law')",134.6
"('UP School of Economics', 'National Institute of Molecular Biology and Biotechnology')",778.0
"('UP School of Economics', 'UP Department of Mechanical Engineering')",637.0
"('UP School of Economics', 'UP Marine Science Institute')",1119.8
"('UP School of Economics', 'Institute of Mathematics')",1171.3
"('UP School of Economics', 'Alfredo V. Lagmay Hall')",462.1
"('UP School of Economics', 'UP School of Urban and Regional Planning')",1366.8
"('UP School of Economics', 'UP Vanguard Building')",1301.9
"('UP School of Economics', 'University of the Philippines-Diliman Department of Sociology')",592.4
"('UP School of Economics', 'Bulwagang Silangang Palma')",469.7
"('UP School of Economics', 'UP School of Statistics New Building')",1159.9
"('UP School of Economics', 'Technology Management Center - University of the Philippines')",1244.8
"('UP School of Economics', 'UP Asian Institute Of Tourism')",1800.2
"('UP College of Fine Arts', 'Department of Chemical Engineering, University of the Philippines Diliman')",1077.3
"('UP College of Fine Arts', 'Computational Science Research Center')",1393.0
"('UP College of Fine Arts', 'UP College of Education')",1291.0
"('UP College of Fine Arts', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",1178.7
"('UP College of Fine Arts', 'Industrial Engineering - Mechanical Engineering Building')",1467.9
"('UP College of Fine Arts', 'Institute of Environmental Science and Meteorology')",1320.4
"('UP College of Fine Arts', 'UP Child Development Center')",1604.2
"('UP College of Fine Arts', 'Alonso Hall')",1533.1
"('UP College of Fine Arts', 'UP Department of Geodetics Engineering')",1462.0
"('UP College of Fine Arts', 'University of the Philippines Center for International Studies')",1139.1
"('UP College of Fine Arts', 'National Institute of Geological Sciences')",1243.9
"('UP College of Fine Arts', 'UP College of Home Economics')",1587.3
"('UP College of Fine Arts', 'UP Institute of Islamic Studies')",558.7
"('UP College of Fine Arts', 'UP College of Law')",1460.0
"('UP College of Fine Arts', 'National Institute of Molecular Biology and Biotechnology')",1371.5
"('UP College of Fine Arts', 'UP Department of Mechanical Engineering')",1235.7
"('UP College of Fine Arts', 'UP Marine Science Institute')",1049.1
"('UP College of Fine Arts', 'Institute of Mathematics')",1502.9
"('UP College of Fine Arts', 'Alfredo V. Lagmay Hall')",1207.5
"('UP College of Fine Arts', 'UP School of Urban and Regional Planning')",570.1
"('UP College of Fine Arts', 'UP Vanguard Building')",888.9
"('UP College of Fine Arts', 'University of the Philippines-Diliman Department of Sociology')",1130.1
"('UP College of Fine Arts', 'Bulwagang Silangang Palma')",1249.4
"('UP College of Fine Arts', 'UP School of Statistics New Building')",709.4
"('UP College of Fine Arts', 'Technology Management Center - University of the Philippines')",1576.4
"('UP College of Fine Arts', 'UP Asian Institute Of Tourism')",1069.1
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Computational Science Research Center')",807.2
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP College of Education')",1247.6
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",268.1
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Industrial Engineering - Mechanical Engineering Building')",1554.8
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Institute of Environmental Science and Meteorology')",468.6
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP Child Development Center')",1161.1
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Alonso Hall')",1090.0
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP Department of Geodetics Engineering')",1548.9
"('Department of Chemical Engineering, University of the Philippines Diliman', 'University of the Philippines Center for International Studies')",1126.1
"('Department of Chemical Engineering, University of the Philippines Diliman', 'National Institute of Geological Sciences')",392.1
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP College of Home Economics')",1144.2
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP Institute of Islamic Studies')",1425.4
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP College of Law')",1536.0
"('Department of Chemical Engineering, University of the Philippines Diliman', 'National Institute of Molecular Biology and Biotechnology')",820.6
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP Department of Mechanical Engineering')",1333.0
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP Marine Science Institute')",589.7
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Institute of Mathematics')",657.5
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Alfredo V. Lagmay Hall')",1194.5
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP School of Urban and Regional Planning')",1436.8
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP Vanguard Building')",1755.6
"('Department of Chemical Engineering, University of the Philippines Diliman', 'University of the Philippines-Diliman Department of Sociology')",1037.5
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Bulwagang Silangang Palma')",1156.7
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP School of Statistics New Building')",616.7
"('Department of Chemical Engineering, University of the Philippines Diliman', 'Technology Management Center - University of the Philippines')",730.9
"('Department of Chemical Engineering, University of the Philippines Diliman', 'UP Asian Institute Of Tourism')",1935.8
"('Computational Science Research Center', 'UP College of Education')",579.2
"('Computational Science Research Center', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",603.3
"('Computational Science Research Center', 'Industrial Engineering - Mechanical Engineering Building')",1146.9
"('Computational Science Research Center', 'Institute of Environmental Science and Meteorology')",446.0
"('Computational Science Research Center', 'UP Child Development Center')",463.8
"('Computational Science Research Center', 'Alonso Hall')",392.7
"('Computational Science Research Center', 'UP Department of Geodetics Engineering')",1228.7
"('Computational Science Research Center', 'University of the Philippines Center for International Studies')",731.0
"('Computational Science Research Center', 'National Institute of Geological Sciences')",496.8
"('Computational Science Research Center', 'UP College of Home Economics')",446.9
"('Computational Science Research Center', 'UP Institute of Islamic Studies')",1701.6
"('Computational Science Research Center', 'UP College of Law')",869.2
"('Computational Science Research Center', 'National Institute of Molecular Biology and Biotechnology')",151.6
"('Computational Science Research Center', 'UP Department of Mechanical Engineering')",1161.3
"('Computational Science Research Center', 'UP Marine Science Institute')",459.5
"('Computational Science Research Center', 'Institute of Mathematics')",448.6
"('Computational Science Research Center', 'Alfredo V. Lagmay Hall')",662.7
"('Computational Science Research Center', 'UP School of Urban and Regional Planning')",1713.0
"('Computational Science Research Center', 'UP Vanguard Building')",1749.0
"('Computational Science Research Center', 'University of the Philippines-Diliman Department of Sociology')",649.0
"('Computational Science Research Center', 'Bulwagang Silangang Palma')",670.1
"('Computational Science Research Center', 'UP School of Statistics New Building')",838.9
"('Computational Science Research Center', 'Technology Management Center - University of the Philippines')",522.0
"('Computational Science Research Center', 'UP Asian Institute Of Tourism')",2212.0
"('UP College of Education', 'Department of Mining, Metallurgical and Materials Engineering (UP DMMME)')",1058.6
"('UP College of Education', 'Industrial Engineering - Mechanical Engineering Building')",693.0
"('UP College of Education', 'Institute of Environmental Science and Meteorology')",915.3
"('UP College of Education', 'UP Child Development Center')",318.7
"('UP College of Education', 'Alonso Hall')",247.5
"('UP College of Education', 'UP Department of Geodetics Engineering')",774.8
"('UP College of Education', 'University of the Philippines Center for International Studies')",151.8
"('UP College of Education', 'National Institute of Geological Sciences')",966.2
"('UP College of Education', 'UP College of Home Economics')",301.7
"('UP College of Education', 'UP Institute of Islamic Studies')",1417.9
"('UP College of Education', 'UP College of Law')",415.3
"('UP College of Education', 'National Institute of Molecular Biology and Biotechnology')",524.6
"('UP College of Education', 'UP Department of Mechanical Engineering')",847.8
"('UP College of Education', 'UP Marine Science Institute')",741.1
"('UP College of Education', 'Institute of Mathematics')",917.9
"('UP College of Education', 'Alfredo V. Lagmay Hall')",83.5
"('UP College of Education', 'UP School of Urban and Regional Planning')",1429.3
"('UP College of Education', 'UP Vanguard Building')",1435.0
"('UP College of Education', 'University of the Philippines-Diliman Department of Sociology')",243.1
"('UP College of Education', 'Bulwagang Silangang Palma')",90.9
"('UP College of Education', 'UP School of Statistics New Building')",781.1
"('UP College of Education', 'Technology Management Center - University of the Philippines')",991.4
"('UP College of Education', 'UP Asian Institute Of Tourism')",1928.3
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'Industrial Engineering - Mechanical Engineering Building')",1365.8
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'Institute of Environmental Science and Meteorology')",264.7
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP Child Development Center')",957.2
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'Alonso Hall')",886.1
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP Department of Geodetics Engineering')",1359.8
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'University of the Philippines Center for International Studies')",937.1
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'National Institute of Geological Sciences')",188.2
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP College of Home Economics')",940.3
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP Institute of Islamic Studies')",1526.8
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP College of Law')",1346.9
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'National Institute of Molecular Biology and Biotechnology')",616.7
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP Department of Mechanical Engineering')",1143.9
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP Marine Science Institute')",385.8
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'Institute of Mathematics')",453.6
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'Alfredo V. Lagmay Hall')",1005.4
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP School of Urban and Regional Planning')",1538.1
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP Vanguard Building')",1731.6
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'University of the Philippines-Diliman Department of Sociology')",848.4
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'Bulwagang Silangang Palma')",967.6
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP School of Statistics New Building')",718.1
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'Technology Management Center - University of the Philippines')",527.0
"('Department of Mining, Metallurgical and Materials Engineering (UP DMMME)', 'UP Asian Institute Of Tourism')",2037.2
"('Industrial Engineering - Mechanical Engineering Building', 'Institute of Environmental Science and Meteorology')",1413.4
"('Industrial Engineering - Mechanical Engineering Building', 'UP Child Development Center')",886.3
"('Industrial Engineering - Mechanical Engineering Building', 'Alonso Hall')",815.2
"('Industrial Engineering - Mechanical Engineering Building', 'UP Department of Geodetics Engineering')",263.6
"('Industrial Engineering - Mechanical Engineering Building', 'University of the Philippines Center for International Studies')",675.0
"('Industrial Engineering - Mechanical Engineering Building', 'National Institute of Geological Sciences')",1336.9
"('Industrial Engineering - Mechanical Engineering Building', 'UP College of Home Economics')",869.4
"('Industrial Engineering - Mechanical Engineering Building', 'UP Institute of Islamic Studies')",1080.4
"('Industrial Engineering - Mechanical Engineering Building', 'UP College of Law')",301.2
"('Industrial Engineering - Mechanical Engineering Building', 'National Institute of Molecular Biology and Biotechnology')",1092.2
"('Industrial Engineering - Mechanical Engineering Building', 'UP Department of Mechanical Engineering')",232.3
"('Industrial Engineering - Mechanical Engineering Building', 'UP Marine Science Institute')",1048.3
"('Industrial Engineering - Mechanical Engineering Building', 'Institute of Mathematics')",1485.6
"('Industrial Engineering - Mechanical Engineering Building', 'Alfredo V. Lagmay Hall')",743.2
"('Industrial Engineering - Mechanical Engineering Building', 'UP School of Urban and Regional Planning')",962.1
"('Industrial Engineering - Mechanical Engineering Building', 'UP Vanguard Building')",897.2
"('Industrial Engineering - Mechanical Engineering Building', 'University of the Philippines-Diliman Department of Sociology')",716.3
"('Industrial Engineering - Mechanical Engineering Building', 'Bulwagang Silangang Palma')",783.9
"('Industrial Engineering - Mechanical Engineering Building', 'UP School of Statistics New Building')",1088.3
"('Industrial Engineering - Mechanical Engineering Building', 'Technology Management Center - University of the Philippines')",1559.0
"('Industrial Engineering - Mechanical Engineering Building', 'UP Asian Institute Of Tourism')",1395.5
"('Institute of Environmental Science and Meteorology', 'UP Child Development Center')",799.9
"('Institute of Environmental Science and Meteorology', 'Alonso Hall')",728.8
"('Institute of Environmental Science and Meteorology', 'UP Department of Geodetics Engineering')",1407.4
"('Institute of Environmental Science and Meteorology', 'University of the Philippines Center for International Studies')",984.7
"('Institute of Environmental Science and Meteorology', 'National Institute of Geological Sciences')",103.5
"('Institute of Environmental Science and Meteorology', 'UP College of Home Economics')",783.0
"('Institute of Environmental Science and Meteorology', 'UP Institute of Islamic Studies')",1629.0
"('Institute of Environmental Science and Meteorology', 'UP College of Law')",1205.3
"('Institute of Environmental Science and Meteorology', 'National Institute of Molecular Biology and Biotechnology')",459.4
"('Institute of Environmental Science and Meteorology', 'UP Department of Mechanical Engineering')",1191.6
"('Institute of Environmental Science and Meteorology', 'UP Marine Science Institute')",433.4
"('Institute of Environmental Science and Meteorology', 'Institute of Mathematics')",262.4
"('Institute of Environmental Science and Meteorology', 'Alfredo V. Lagmay Hall')",998.8
"('Institute of Environmental Science and Meteorology', 'UP School of Urban and Regional Planning')",1640.4
"('Institute of Environmental Science and Meteorology', 'UP Vanguard Building')",1779.2
"('Institute of Environmental Science and Meteorology', 'University of the Philippines-Diliman Department of Sociology')",896.1
"('Institute of Environmental Science and Meteorology', 'Bulwagang Silangang Palma')",1006.2
"('Institute of Environmental Science and Meteorology', 'UP School of Statistics New Building')",787.2
"('Institute of Environmental Science and Meteorology', 'Technology Management Center - University of the Philippines')",335.9
"('Institute of Environmental Science and Meteorology', 'UP Asian Institute Of Tourism')",2139.4
"('UP Child Development Center', 'Alonso Hall')",71.1
"('UP Child Development Center', 'UP Department of Geodetics Engineering')",968.2
"('UP Child Development Center', 'University of the Philippines Center for International Studies')",470.5
"('UP Child Development Center', 'National Institute of Geological Sciences')",850.8
"('UP Child Development Center', 'UP College of Home Economics')",41.7
"('UP Child Development Center', 'UP Institute of Islamic Studies')",1731.1
"('UP Child Development Center', 'UP College of Law')",608.6
"('UP Child Development Center', 'National Institute of Molecular Biology and Biotechnology')",409.2
"('UP Child Development Center', 'UP Department of Mechanical Engineering')",1111.0
"('UP Child Development Center', 'UP Marine Science Institute')",813.4
"('UP Child Development Center', 'Institute of Mathematics')",800.5
"('UP Child Development Center', 'Alfredo V. Lagmay Hall')",402.1
"('UP Child Development Center', 'UP School of Urban and Regional Planning')",1742.5
"('UP Child Development Center', 'UP Vanguard Building')",1747.2
"('UP Child Development Center', 'University of the Philippines-Diliman Department of Sociology')",561.8
"('UP Child Development Center', 'Bulwagang Silangang Palma')",409.6
"('UP Child Development Center', 'UP School of Statistics New Building')",1099.8
"('UP Child Development Center', 'Technology Management Center - University of the Philippines')",789.7
"('UP Child Development Center', 'UP Asian Institute Of Tourism')",2241.5
"('Alonso Hall', 'UP Department of Geodetics Engineering')",897.0
"('Alonso Hall', 'University of the Philippines Center for International Studies')",399.4
"('Alonso Hall', 'National Institute of Geological Sciences')",779.6
"('Alonso Hall', 'UP College of Home Economics')",54.2
"('Alonso Hall', 'UP Institute of Islamic Studies')",1660.0
"('Alonso Hall', 'UP College of Law')",537.5
"('Alonso Hall', 'National Institute of Molecular Biology and Biotechnology')",338.1
"('Alonso Hall', 'UP Department of Mechanical Engineering')",1039.9
"('Alonso Hall', 'UP Marine Science Institute')",742.3
"('Alonso Hall', 'Institute of Mathematics')",731.4
"('Alonso Hall', 'Alfredo V. Lagmay Hall')",331.0
"('Alonso Hall', 'UP School of Urban and Regional Planning')",1671.4
"('Alonso Hall', 'UP Vanguard Building')",1676.0
"('Alonso Hall', 'University of the Philippines-Diliman Department of Sociology')",490.6
"('Alonso Hall', 'Bulwagang Silangang Palma')",338.5
"('Alonso Hall', 'UP School of Statistics New Building')",1028.6
"('Alonso Hall', 'Technology Management Center - University of the Philippines')",804.8
"('Alonso Hall', 'UP Asian Institute Of Tourism')",2170.4
"('UP Department of Geodetics Engineering', 'University of the Philippines Center for International Studies')",669.0
"('UP Department of Geodetics Engineering', 'National Institute of Geological Sciences')",1330.9
"('UP Department of Geodetics Engineering', 'UP College of Home Economics')",951.2
"('UP Department of Geodetics Engineering', 'UP Institute of Islamic Studies')",1074.4
"('UP Department of Geodetics Engineering', 'UP College of Law')",378.8
"('UP Department of Geodetics Engineering', 'National Institute of Molecular Biology and Biotechnology')",1174.1
"('UP Department of Geodetics Engineering', 'UP Department of Mechanical Engineering')",226.3
"('UP Department of Geodetics Engineering', 'UP Marine Science Institute')",1042.3
"('UP Department of Geodetics Engineering', 'Institute of Mathematics')",1567.4
"('UP Department of Geodetics Engineering', 'Alfredo V. Lagmay Hall')",737.2
"('UP Department of Geodetics Engineering', 'UP School of Urban and Regional Planning')",956.1
"('UP Department of Geodetics Engineering', 'UP Vanguard Building')",891.2
"('UP Department of Geodetics Engineering', 'University of the Philippines-Diliman Department of Sociology')",710.3
"('UP Department of Geodetics Engineering', 'Bulwagang Silangang Palma')",802.8
