course_code,course_title,offering_unit,units,timeslot,venue,instructor
MuPC 4 B,Band,"DWP, DCond, DSCM, Musico",1.0,Th 2:30-6:30PM,TBA,"AMBAT, RODNEY; AGUILAR, PATRICK JAMES"
MuPC 4 C,Chorus,"DSCM, DCond, DWP, Musico",1.0,TTh 11:30AM-12:30PM,ANX 212,"CARPIO, MARK ANTHONY"
MuPC 4 O,Orchestra,"DWP, Musico, DCond, DSCM",1.0,T 2:30-5:30PM,AH MINIHALL,"MARTINEZ, EDNA MARCIL"
MuPC 4 J,Jazz,"Musico, DSCM, DWP, DCond",1.0,W 1-5PM,ANX 206,"GUEVARRA, MICHAEL MARK; MAIGUE, RAYMUNDO"
MuPC 6 B,Band,"DSCM, DWP, Musico, DCond",1.0,Th 2:30-6:30PM,TBA,"AMBAT, RODNEY; AGUILAR, PATRICK JAMES"
MuPC 6 J,Jazz,"DCond, DWP, DSCM, Musico",1.0,W 1-5PM,ANX 206,"GUEVARRA, MICHAEL MARK; MAIGUE, RAYMUNDO"
MuPC 6 C,Chorus,"DWP, DSCM, Musico, DCond",1.0,TTh 11:30AM-12:30PM,ANX 212,TBA
MuPC 6 O,Orchestra,"Musico, DSCM, DWP, DCond",1.0,T 2:30-5:30PM,AH MINIHALL,"MARTINEZ, EDNA MARCIL"
MuPC 8 C,Chorus,"DWP, DCond, Musico, DSCM",1.0,TTh 11:30AM-12:30PM,ANX 212,TBA
MuPC 8 O,Orchestra,"Musico, DCond, DWP, DSCM",1.0,T 2:30-5:30PM,AH MINIHALL,"MARTINEZ, EDNA MARCIL"
MuPC 8 J,Jazz,"Musico, DCond, DSCM, DWP",1.0,W 1-5PM,ANX 206,"GUEVARRA, MICHAEL MARK; MAIGUE, RAYMUNDO"
MuPC 8 B,Band,"DSCM, DCond, DWP, Musico",1.0,Th 2:30-6:30PM,TBA,"AMBAT, RODNEY; AGUILAR, PATRICK JAMES"
MuPC 8 G,Guitar Orchestra,"Musico, DSCM, DCond, DWP",1.0,W 5-7PM,AH MINIHALL,"DEMETILLO, LESTER; JAMISOLAMIN, SOLAIMAN"
MuPC 10 C,Chorus,"DCond, DWP, DSCM",1.0,TTh 11:30AM-12:30PM,ANX 212,TBA
MuPC 10 B,Band,"DSCM, DWP, DCond",1.0,Th 2:30-6:30PM,TBA,"AMBAT, RODNEY; AGUILAR, PATRICK JAMES"
MuPC 10 J,Jazz,"DWP, DSCM, DCond",1.0,W 1-5PM,ANX 206,"MAIGUE, RAYMUNDO"
MuPC 101 BR,Brass,"DVMT, DWP, DKey, DSCM",2.0,TBA,,"VILLANUEVA, MAHLER"
MuPC 101 VMT,Voice and Music Theatre,"DVMT, DSCM, DKey, DWP",2.0,W 11AM-1PM,ANX 216,"DIAZ, RAYMOND LESLIE"
MuPC 111 PNO,Piano,"DWP, DKey, DSCM, DVMT",2.0,W 4-6PM,TBA,"ALDECOA, ENA MARIA"
MuPC 111 WWD,Woodwind Instrument,"DVMT, DWP, DKey, DSCM",2.0,W 4-6PM,AH 201,"MAIGUE, ANTONIO"
MuPC 111 PERC,Percussion,"DVMT, DKey, DSCM, DWP",2.0,T 2-4PM,AH 117,"CASTELO, KEVIN JULIUS"
MuPC 111 STG,String Instrument,"DVMT, DSCM, DWP, DKey",2.0,W 1-3PM,AH 217,"MARTINEZ, EDNA MARCIL"
MuPC 111 BR,Brass,"DKey, DWP, DVMT, DSCM",2.0,F 5-7PM,AH 201,"VILLANUEVA, MAHLER"
MuPC 111 VMT,Voice and Music Theatre,"DSCM, DKey, DVMT, DWP",2.0,Th 10AM-12PM,ANX 216,TBA
MuPC 121 PERC,Percussion Instrument,"DVMT, DKey, DWP, DSCM",2.0,TBA,,"CASTELO, KEVIN JULIUS"
MuPC 121 BR,Brass Instrument,"DVMT, DWP, DSCM, DKey",2.0,TBA,,"DELA PERET, BENEDICTO"
MuPC 128,Opera Workshop,DVMT,3.0,M 1-4PM,AH DANCE STUDIO,TBA
MuPC 131 PNO,Piano,"DVMT, DWP, DKey, DSCM",2.0,Th 3-5PM,TBA,"ROLDAN, ALBERT NAPOLEON"
MuPC 131 BR,Brass,"DSCM, DWP, DVMT, DKey",2.0,M 1-3PM,AH 209,"DELA PERET, BENEDICTO"
MuPC 131 STG,String Instrument,"DSCM, DKey, DVMT, DWP",2.0,T 3-5PM,AH 213,"MANIMTIM, NATHAN NEIL"
MuPC 131 WWD,Woodwind Instrument,"DKey, DWP, DSCM, DVMT",2.0,W 7-9AM,AH 201,"MAIGUE, ANTONIO"
MuPC 131 PERC,Percussion Instrument,"DSCM, DKey, DVMT, DWP",2.0,TBA,,"CASTELO, KEVIN JULIUS"
MuPC 141 PNO,Piano,"DSCM, DKey, DWP, DVMT",2.0,T 3-5PM,TBA,"ROLDAN, ALBERT NAPOLEON"
MuPC 141 VMT,Voice and Music Theatre,"DVMT, DWP, DSCM, DKey",2.0,T 10AM-12PM,TBA,"FERRER, ALEGRIA"
MuPC 147 WWD,Woodwind Instrument,"DSCM, DVMT, DKey, DWP",2.0,TBA,,"MAIGUE, ANTONIO"
MuPC 147 PNO,Piano,"DSCM, DVMT, DWP, DKey",2.0,W 10AM-12PM,TBA,"NICOLASORA, MICHELLE"
MuPC 147 STG,Bowed and Guitar,"DWP, DVMT, DKey, DSCM",2.0,Th 3-5PM,AH 221,"PASAMBA, EDUARDO"
MuPC 147 PERC,Percussion Instrument,"DSCM, DVMT, DKey, DWP",2.0,T 4-6PM,AH 117,"CASTELO, KEVIN JULIUS"
MuPC 147 BR,Brass,"DVMT, DSCM, DWP, DKey",2.0,M 3-5PM,AH 209,"DELA PERET, BENEDICTO"
MuPC 151 STG,String Instrument,"DWP, DVMT, DSCM, DKey",2.0,F 3-5PM,AH 213,"JAMISOLAMIN, SOLAIMAN"
MuPC 157 STG,Bowed and Guitar,DSCM,3.0,F 3-6PM,AH MINIHALL,"PASAMBA, EDUARDO"
MuPC 166 STG,String Instrument,"DKey, DSCM",3.0,W 1-4PM,AH 213,"MANIMTIM, NATHAN NEIL"
MuPC 166 STG,Bowed and Guitar,"DKey, DSCM",3.0,W 1-4PM,AH 213,"MANIMTIM, NATHAN NEIL"
MuPC 167 PNO,Piano,DKey,3.0,F 12-3PM,TBA,"ALDECOA, ENA MARIA; NICOLASORA, MICHELLE"
MuPC 177,Jazz Improvisation II,DWP,3.0,TTh 10-11:30AM,AH 201,"GUEVARRA, MICHAEL MARK"
MuPed 220,Piano Pedagogy II,"DKey, CMuGP",3.0,F 2-5PM,TBA,"RIVERA, RICHELLE"
MuT 11,Fundamentals of Music II,"DKey, DComp, DCond",5.0,ThF 11:30AM-12:30PM,TBA; MW 11:30AM-1PM lec TBA,"GUADALUPE, JOCELYN; RODIS-CONCEPCION, CRYSTAL MILAROSE"
MuT 13,Fundamentals of Music IV,"DCond, DKey, DComp",5.0,ThF 1-2PM,TBA; MW 1-2:30PM lec TBA,"MUYCO, MARIA CHRISTINE; GUADALUPE, JOCELYN"
MuT 111,Score Reading,DComp,3.0,Th 2:30-5:30PM,AH MINIHALL,"MAGALIT, LUCI"
MuT 123,Advanced Harmony,DComp,3.0,WF 10-11:30AM,AH 202-204,"BAES, JONAS"
MuT 151,History of Theory,DComp,3.0,TTh 1-2:30PM,TBA,"BAES, JONAS"
MuT 213,Musical Analysis II,"CMuGP, DComp, Musico",3.0,Th 5-8PM,TBA,"MUYCO, MARIA CHRISTINE"
MuT 235,Advanced Orchestration I,"DCond, DComp, CMuGP",3.0,M 2:30-5:30PM,TBA,"TOLEDO, JOSEFINO"
MuT 264,Advanced Instrumental Writing,"DCond, CMuGP",3.0,T 1:30-4:30PM,TBA,"TOLEDO, JOSEFINO"
Mus 306,Directed Research II,CMuGP,2.0,T 4-6PM,TBA,"MUYCO, MARIA CHRISTINE"
Mus 307,Philosophical Perspectives of Music Education,CMuGP,3.0,Th 5-8PM,TBA,"GUADALUPE, JOCELYN"
Mus 309,Sociological Perspectives on Music,CMuGP,3.0,W 1-4PM,TBA,"BAES, JONAS"
Mus 399,Seminar in Music 2,CMuGP,1.0,M 5-6PM,TBA,"SANTOS, RAMON"
Mus 400,Dissertation,CMuGP,12.0,Th 3-4PM,TBA,"MUYCO, MARIA CHRISTINE"
Nutr 202,Molecular Nutrition II,DFSN,3.0,M 9AM-12PM,ALON 101-A(Conf. Rm),"AMARRA, MA SOFIA"
Nutr 225,Nutrition Principles in Wellness and Physical Fitness,DFSN,3.0,F 5:30-8:30PM,TBA,"CALLANTA, LUZ FELICIDAD"
Nutr 260,Planning and Management of Food and Nutrition Programs,DFSN,3.0,T 9AM-12PM,ALON 101-A(Conf. Rm),"AMARRA, MA SOFIA"
Nutr 299,Nutrition Research,DFSN,3.0,T 2-5PM,CDC Room 308,"TENGCO, LORENA"
Nutr 400,Dissertation,DFSN,12.0,TBA,,"BAYAGA, CECILE LEAH"
PA 101,Introduction to Public Administration,CPAGE,3.0,Th 1-4PM,TBA,"CABO, WILHELMINA"
PA 102,Philippine Administrative Thought and Institutions ,CPAGE,3.0,TTh 10-11:30AM,TBA,"CABOTAJE, CHARLIE"
PA 103,Public Administration and Global and Regional Development Institutions,CPAGE,3.0,MW 11:30AM-1PM,TBA,"RIVA, MELANIE"
PA 104,Public Administration and the Economic System ,CPAGE,3.0,F 1-4PM,TBA,"BASILIO, ENRICO"
PA 105,Administrative Law ,CPAGE,3.0,F 1-4PM,TBA,"BRONCE, ROENTGEN"
PA 106,Citizenship and Governance ,CPAGE,3.0,M 1-4PM,TBA,"BALMATERO, LESTHER"
PA 107,Ethics and Accountability in the Public  Service,CPAGE,3.0,S 9AM-12PM,TBA,"CPAGE, CPAGE"
PA 108,Politics and Administration,CPAGE,3.0,TTh 8:30-10AM,TBA,"CPAGE, CPAGE"
PA 108,Philippine Administrative Thought and Institutions,CPAGE,3.0,TTh 8:30-10AM,TBA,"CPAGE, CPAGE"
PA 111,Management of Organizations,CPAGE,3.0,TTh 8:30-10AM,TBA,"SAGUIL, DAN"
PA 111,Management of Organizations ,CPAGE,3.0,TTh 8:30-10AM,TBA,"SAGUIL, DAN"
PA 112,Information and Communication Technology (ICT) and Knowledge Management (KM) in the Public Sector,CPAGE,3.0,TTh 8:30-10AM,TBA,"SALAS, JODY"
PA 113,Office and Systems Management,CPAGE,3.0,WF 10-11:30AM,TBA,"CABOTAJE, CHARLIE"
PA 121,Human Resource Management in the Public Sector,CPAGE,3.0,TTh 8:30-10AM,TBA,"CPAGE, CPAGE"
PA 121,Human Resource Management in the Public Sector  ,CPAGE,3.0,TTh 8:30-10AM,TBA,"CPAGE, CPAGE"
PA 124,Leadership in the Public Sector ,CPAGE,3.0,F 1-4PM,TBA,"BALMATERO, LESTHER"
PA 131,Public Fiscal Administration,CPAGE,3.0,TTh 10-11:30AM,TBA,"FLORES, HERISADEL"
PA 132,Public Accounting and Budgeting,CPAGE,3.0,S 9AM-12PM,TBA,"DEL ROSARIO, GIO CELINO"
PA 141,Public Policy and Program Administration,CPAGE,3.0,M 8:30-11:30AM,TBA,"GABONADA, SOFONIAS"
PA 141,Public Policy and Program Administration ,CPAGE,3.0,M 8:30-11:30AM,TBA,"GABONADA, SOFONIAS"
PA 142,Tools for Policy Analysis,CPAGE,3.0,TTh 1-2:30PM,TBA,"MUYOT, JUSTIN ALBERT"
PA 142,Tools for Policy Analysis,CPAGE,3.0,TTh 1-2:30PM,TBA,"MUYOT, JUSTIN ALBERT"
PA 143,Program and Project Development and Management,CPAGE,3.0,TTh 10-11:30AM,TBA,"SAGUIL, DAN"
PA 151,Local Government and Regional Administration,CPAGE,3.0,TTh 10-11:30AM,TBA,"ASUNCION, XAVIER VENN"
PA 152,Urban and Metropolitan Governance,CPAGE,3.0,MW 11:30AM-1PM,TBA,"DELOS SANTOS, MARICRIS"
PA 152,Local Government and Administration,CPAGE,3.0,MW 11:30AM-1PM,TBA,"DELOS SANTOS, MARICRIS"
PA 191,Special Topics in Public Administration ,CPAGE,3.0,T 9AM-12PM,TBA,"CPAGE, CPAGE; BERSE, KRISTOFFER"
PA 199.1,Research Methods in Public Administration I ,CPAGE,3.0,M 1-4PM,TBA,"MANALO, ABRAHAM"
PA 199.2,Research Methods in Public Administration II,CPAGE,3.0,TTh 8:30-10AM,TBA,"ALAMPAY, ERWIN GASPAR"
PA 201,Theory and Practice of Public Administration,CPAGE,3.0,M 5:30-8:30PM,TBA,"BRILLANTES, ALEX"
PA 208,The Philippine Administrative System,CPAGE,3.0,M 5:30-8:30PM,TBA,"CELESTINO, ALICIA"
PA 209,Ethics and Accountability in the Public Service,CPAGE,3.0,F 5:30-8:30PM,TBA,"PERANTE-CALINA, LIZAN"
PA 210,Organization Studies,CPAGE,3.0,T 5:30-8:30PM,TBA,"UGADDAN, REGINALD"
PA 211,Organization and Management,CPAGE,3.0,M 5:30-8:30PM,TBA,"PENALOSA, MA CARMEN"
PA 219,Special Problems in Governmental Organization and Management,CPAGE,3.0,Th 5:30-8:30PM,TBA,"DOMINGO, MA. OLIVA"
PA 221,Public Personnel Administration,CPAGE,3.0,T 5:30-8:30PM,TBA,"CELESTINO, ALICIA"
PA 229,Special Problems in Public Personnel Management,CPAGE,3.0,S 8:30-11:30AM,TBA,"MODINO, ABIGAIL"
PA 231,Public Fiscal Administration,CPAGE,3.0,T 5:30-8:30PM,TBA,"CUARESMA, JOCELYN"
PA 232,Governmental Accounting,CPAGE,3.0,F 5:30-8:30PM,TBA,"PEREZ, CARMELA"
PA 233,Governmental Budgeting,CPAGE,3.0,S 1-4PM,TBA,"DEL ROSARIO, GIO CELINO"
PA 241,Public Policy and Program Administration,CPAGE,3.0,M 5:30-8:30PM,TBA,"MENDOZA, MARIA FE"
PA 242.1,Methods of Policy Analysis I,CPAGE,3.0,T 5:30-8:30PM,TBA,"MUYOT, JUSTIN ALBERT"
PA 242.2,Methods of Policy Analysis II,CPAGE,3.0,Th 5:30-8:30PM,TBA,"CRUZ, RIZALINO"
PA 243,Program and Project Development,CPAGE,3.0,W 5:30-8:30PM,TBA,"TIGLAO, NORIEL CHRISTOPHER"
PA 244,The Policy Process,CPAGE,3.0,W 5:30-8:30PM,TBA,"FLORANO, EBINEZER"
PA 245,Program and Project Implementation,CPAGE,3.0,T 5:30-8:30PM,TBA,"ILAGO, SIMEON"
PA 251,Local Government and Regional Administration,CPAGE,3.0,W 5:30-8:30PM,TBA,"TUMANUT, MICHAEL"
PA 254,Local and Regional Finance,CPAGE,3.0,Th 5:30-8:30PM,TBA,"ILAGO, SIMEON"
PA 258,Comparative Local Politics and Administration,CPAGE,3.0,M 5:30-8:30PM,TBA,"BRILLANTES, ALEX"
PA 259,Special Problems in Local Government and Regional Administration,CPAGE,3.0,Th 5:30-8:30PM,TBA,"UGADDAN, REGINALD"
PA 261,The Philippine Public Enterprise System,CPAGE,3.0,W 5:30-8:30PM,TBA,"BASILIO, ENRICO"
PA 273,Spatial Information Management for Public Administrators,CPAGE,3.0,F 5:30-8:30PM,TBA,"TIGLAO, NORIEL CHRISTOPHER"
PA 282,Human Resources Management in the Voluntary Sector,CPAGE,3.0,F 5:30-8:30PM,TBA,"DIOLA, MARIA FAINA"
PA 289,Special Problems in Voluntary Sector Management,CPAGE,3.0,T 5:30-8:30PM,TBA,"MADRONA, SEVERO"
PA 291,Special Problems in Public Administration,CPAGE,3.0,F 5:30-8:30PM,TBA,"TIGLAO, NORIEL CHRISTOPHER"
PA 292,The Administrator in the Philippine Public Service,CPAGE,3.0,F 5:30-8:30PM,TBA,"BERBA, MA. PATRICIA"
PA 299.1,Research Methods in Public Administration I,CPAGE,3.0,F 5:30-8:30PM,TBA,"CRUZ, RIZALINO"
PA 299.2,Research Methods in Public Administration II,CPAGE,3.0,M 5:30-8:30PM,TBA,"UGADDAN, REGINALD"
PA 300,Master's Thesis,CPAGE,6.0,TBA,,"CPAGE, CPAGE"
PA 301,Theories of Administrative Systems,CPAGE,3.0,F 5:30-8:30PM,TBA,"BASILIO, ENRICO"
PA 305,Special Problems in Administrative Theory,CPAGE,3.0,Th 5:30-8:30PM,TBA,"DIOLA, MARIA FAINA"
PA 323,Seminar on the Administration of Social Development,CPAGE,3.0,Th 5:30-8:30PM,TBA,"CO, EDNA ESTIFANIA"
PA 329,Special Problems in Public Administration and National Development,CPAGE,3.0,T 5:30-8:30PM,TBA,"MENDOZA, MARIA FE"
PA 331,Seminar on the Administration of Economic Development,CPAGE,3.0,M 5:30-8:30PM,TBA,"CUARESMA, JOCELYN"
PA 359,Comparative Local Government Administration,CPAGE,3.0,T 5:30-8:30PM,TBA,"OCENAR, REMIGIO"
PA 399,Advanced Methodology in Administrative Science,CPAGE,3.0,T 5:30-8:30PM,TBA,"MANALO, ABRAHAM"
PA 400,Doctoral Dissertation,CPAGE,12.0,TBA,,"CPAGE, CPAGE"
PE 1,Foundations of Physical Fitness,DPE,2.0,M 9-11AM,TBA,"BERNALES, GABRIELLE MIKAELA"
PE 2 SFB,Softball,DPE,2.0,F 9-11AM,TBA,"MANALO, NICOLE MARIE"
PE 2 SASD,South American Social Dances,DPE,2.0,TTh 11AM-12PM,TBA,"MACHON, LINA"
PE 2 MBD,Modern Ballroom Dances,DPE,2.0,TTh 10-11AM,TBA,"FERNANDEZ, JAY-AR"
PE 2 TPG,Toss Up Precision Games,DPE,2.0,Th 8-10AM,TBA,"DEMONTANO, JOHN PAUL"
PE 2 BW-T,Basic Ten Pin Bowling,DPE,2.0,M 8-10AM,TBA,"RIVERA, NOEL"
PE 2 TK,Tae Kwon Do,DPE,2.0,S 7-9AM,TBA,"BUSTO, BRIXTONN JOHN"
PE 2 SD,Basic Social Dance,DPE,2.0,TTh 9-10AM,TBA,"FERNANDEZ, JAY-AR"
PE 2 Y,Yoga,DPE,2.0,M 7-9AM,TBA,"MOTI, LISSA AIREEN"
PE 2 UF,Ultimate Frisbee,DPE,2.0,W 9-11AM,TBA,"LANDICHO, KENNETH ARWIN"
PE 2 AR,Arnis,DPE,2.0,M 7-9AM,TBA,"GIALOGO, RICHARDSON"
PE 2 CH,Chess,DPE,2.0,M 8-10AM,TBA,"SOLIS, QUEENIE ROSE"
PE 2 MHW,Mindfulness for Health and Well-Being ,DPE,2.0,Th 10AM-12PM,TBA,"AGUSTIN, MARY JANNEKE"
PE 2 HIIT,High Intensity Interval Training,DPE,2.0,TTh 9-10AM,TBA,"CALLANTA, CHRISTOPHER EMMANUEL"
PE 2 TT,Table Tennis,DPE,2.0,WF 11AM-12PM,TBA,"SANTIAGO, MA RACHELLE"
PE 2 WF,Walking for Fitness,DPE,2.0,M 7-9AM,TBA,"OKUMU, GODFREY"
PE 2 PF,Philippine Folk Dance,DPE,2.0,TTh 7-8AM,TBA,"DAYRIT, VI-AMOR"
PE 2 MF,Mobility and Flexibility,DPE,2.0,M 7-9AM,TBA,"NAVARRO, JAMILL CZARENO"
PE 2 FB,Football,DPE,2.0,M 1-3PM,TBA,"TOMANENG, CHARMIE CHRISTINE"
PE 2 FFB,Flag Football,DPE,2.0,M 8-10AM,TBA,"LE TRUONG AN, JEAN PAUL"
PE 2 AD,Aerobic Dance,DPE,2.0,Th 1-3PM,TBA,"UY, NATALIA"
PE 2 LD,Line Dance,DPE,2.0,TTh 9-10AM,TBA,"CLARETE, KIMBERLY ANN"
PE 2 LTD,Latin Ballroom Dances,DPE,2.0,M 8-10AM,TBA,TBA
PE 2 H,Hawaiian Hula,DPE,2.0,TTh 10-11AM,TBA,"GARDUQUE, KRISTINE FAYE"
PE 2 RDN,Roundnet,DPE,2.0,M 8-10AM,TBA,"LIBO-ON, PAUL VINCENT"
PE 2 STD,Basic Street Dance,DPE,2.0,M 8-10AM,TBA,"ARBOLEDA, ANDREI DOMENIQUE"
PE 2 FLB,Floorball,DPE,2.0,M 9-11AM,TBA,"MANILA, LUIS"
PE 2 CPW,Camping for Wellness,DPE,2.0,S 8-10AM,TBA,"LIMBO, MATTHEW JAZZTINE"
PE 2 CHD,Cheer Dancing,DPE,2.0,TTh 10-11AM,TBA,"OPINALDO, PIO NIÑO"
PE 2 V,Basic Volleyball,DPE,2.0,F 1-3PM,TBA,"OKUMU, GODFREY"
PE 2 CT,Circuit Training,DPE,2.0,S 10AM-12PM,TBA,"TOMANENG, CHARMIE CHRISTINE"
PE 2 AKD,Aikido,DPE,2.0,W 8-10AM,TBA,"LOGAN, IAN LAWRENCE"
PE 2 SCR,Scrabble,DPE,2.0,TTh 7-8AM,TBA,"FILIO, MA. CRISTINA"
PE 2 CP,Camping,DPE,2.0,TTh 8-9AM,TBA,"DIZER, RONUALDO"
PE 2 PB,Pickleball,DPE,2.0,Th 10AM-12PM,TBA,"LUZON, WALTHER ANTHONY"
PE 2 RF,Running for Fitness,DPE,2.0,S 7-9AM,TBA,"MARCELO, GERMAR"
PE 2 JU,Judo,DPE,2.0,WF 2-3PM,TBA,"ORDILLAS, EDGAR"
PE 2 BS-M,Basic Basketball for Men,DPE,2.0,F 9-11AM,TBA,"BARBER, EDWIN"
PE 2 MJ,Modern Jazz,DPE,2.0,TTh 10-11AM,TBA,"CLARETE, KIMBERLY ANN"
PE 2 MP,Malayang Paglaro,DPE,2.0,S 1-3PM,TBA,"LIMBO, MATTHEW JAZZTINE"
PE 2 TD,Tap Dance,DPE,2.0,M 7-9AM,TBA,"PERENA, LALAINE ROSENDA"
PE 2 OR,Orienteering,DPE,2.0,S 7-9AM,TBA,"CABOTAGE, SALVADOR ELMER"
PE 2 WT,Weight Training,DPE,2.0,M 9-11AM,TBA,"MABAQUIAO, JEAN PAUL"
PE 2 PG,Philippine Games,DPE,2.0,M 1-3PM,TBA,"MABAQUIAO, JEAN PAUL"
PE 2 TN,Lawn Tennis,DPE,2.0,Th 7-9AM,TBA,"LUZON, WALTHER ANTHONY"
PE 2 ICD,International Social Club Dances,DPE,2.0,TTh 8-9AM,TBA,"FERNANDEZ, JAY-AR"
PE 2 SCL,Sports Climbing,DPE,2.0,M 7-9AM,TBA,"AQUINO, JOHN PATRICK"
PE 2 ST,Stretching,DPE,2.0,M 2-4PM,TBA,"ASERON, MICHIKO"
PE 2 BS-W,Basic Basketball for Women,DPE,2.0,T 9-11AM,TBA,"ASERON, DELMARK"
PE 2 FFD,Foreign Folk Dance,DPE,2.0,TTh 9-10AM,TBA,"DAYRIT, VI-AMOR"
PE 2 SCD,Scuba Diving,DPE,2.0,S 8-10AM,TBA,"REYES, MARY ANN"
PE 3 JU,Advanced Judo,DPE,2.0,WF 9-10AM,TBA,"ORDILLAS, EDGAR"
PE 3 STD,Advanced Street Dance,DPE,2.0,WF 12-1PM,TBA,"ASILO, VON ACE"
PE 3 BW-T,Advanced Ten Pin Bowling,DPE,2.0,M 3-5PM,TBA,"RIVERA, NOEL"
PE 4 VR,VR,DPE,2.0,MTWThF 7-9PM,TBA,TBA
PEd 91,Fundamental Rhythms,DPE,3.0,TTh 10-11:30AM,TBA,"ASILO, VON ACE"
PEd 92,Philippine Games,DPE,3.0,TTh 11:30AM-1PM,TBA,"YLEAÑA, CATE JESSIE ANN"
PEd 93,Philosophy of Sports and Physical Education,DPE,3.0,TTh 1-2:30PM,TBA,"SABADO, MARVIN LUIS"
PEd 100,Introduction to Physical Education and Exercise and Sport Sciences,DPE,3.0,TTh 11:30AM-1PM,TBA,"FRANQUELLI, JOANNA"
PEd 120.1,Basic Basketball,DPE,3.0,TTh 11:30AM-1PM,TBA,"BARBER, EDWIN"
PEd 120.2,Advanced Basketball,DPE,3.0,TTh 1-2:30PM,TBA,"ASERON, DELMARK"
PEd 121.1,Basic Volleyball,DPE,3.0,TTh 1-2:30PM,TBA,"ISADA, FRANCIS IVAN"
PEd 121.2,Advanced Volleyball,DPE,3.0,TTh 2:30-4PM,TBA,"ISADA, FRANCIS IVAN"
PEd 122.2,Advanced Baseball and Softball,DPE,3.0,WF 10-11:30AM,TBA,"DIAZ, FRANCIS CARLOS"
PEd 123.1,Basic Soccer,DPE,3.0,WF 8:30-10AM,TBA,"MANILA, LUIS"
PEd 130.1,Basic Aquatics,DPE,3.0,TTh 10-11:30AM,TBA,"ISADA, FRANCIS IVAN"
PEd 130.2,Advanced Aquatics,DPE,3.0,TTh 8:30-10AM,TBA,"ISADA, FRANCIS IVAN"
PEd 132.2,Advanced Gymnastics,DPE,3.0,M 9AM-12PM,TBA,"CHUA, SUYIN"
PEd 133.2,Advanced Badminton,DPE,3.0,WF 11:30AM-1PM,TBA,"MANILA, LUIS"
PEd 134.2,Advanced Table Tennis,DPE,3.0,WF 2:30-4PM,TBA,"SANTIAGO, MA RACHELLE"
PEd 135.2,Advanced Tennis,DPE,3.0,TTh 2:30-4PM,TBA,"LUZON, WALTHER ANTHONY"
PEd 139.1,Basic Judo,DPE,3.0,WF 10-11:30AM,TBA,"ORDILLAS, EDGAR"
PEd 151,Folk Dance,DPE,3.0,M 9AM-12PM,TBA,"PERENA, LALAINE ROSENDA"
PEd 152,Philippine Ethnic Dance,DPE,3.0,M 12-3PM,TBA,"PERENA, LALAINE ROSENDA"
PEd 153.1,Basic Ballroom Dance,DPE,3.0,WF 8:30-10AM,TBA,"DIMARUCUT, ALBERTO"
PEd 153.2,Advanced Ballroom Dance,DPE,3.0,WF 10-11:30AM,TBA,"DIMARUCUT, ALBERTO"
PEd 158,History of Dance,DPE,3.0,TTh 11:30AM-1PM,TBA,"ASILO, VON ACE"
PEd 161.1,Basic Street Dance,DPE,3.0,WF 10-11:30AM,TBA,"ASILO, VON ACE"
PEd 172,Community Recreation,DPE,3.0,TTh 10-11:30AM,TBA,"ULANDAY, MARIE ELOISA"
PEd 173,Recreation and Leisure,DPE,3.0,WF 10-11:30AM,TBA,"UY, DANIELLE NAOMI"
PEd 174,Outdoor Recreation,DPE,3.0,TTh 10-11:30AM,TBA,"DIZER, RONUALDO"
PEd 176,Recreation for Special Groups,DPE,3.0,M 9AM-12PM,TBA,"CASTRO, CAMILLE"
PEd 180,Introduction to Adapted Physical Education,DPE,3.0,TTh 8:30-10AM,TBA,"MOTI, LISSA AIREEN"
PEd 190,Management of Sports and Recreation Related Services,DPE,3.0,S 8-11AM,TBA,"NAVARRO, LAWRENCE"
PEd 191,Administration and Supervision of Physical Education,DPE,3.0,TTh 11:30AM-1PM,TBA,TBA
PEd 194,Methods and Strategies in Physical Education,DPE,3.0,WF 8:30-10AM,TBA,"ASERON, DELMARK"
PEd 196,AASS Internship,DPE,3.0,WF 8:30-10AM,TBA,"CASTRO, CAMILLE"
PEd 197,Student Teaching in Physical Education,DPE,5.0,M 9AM-12PM,TBA,"ASERON, DELMARK"
PHILARTS 1,Philippine Arts and Culture,DAS,3.0,TTh 2:30-4PM,CAL 301,"HERNANDEZ, ROSE ANGELIE"
PI 100,The Life and Works of Jose Rizal,DFPP,3.0,M 7-10AM,CAL 209,"DFPP, DFPP"
POLSC 11,Introduction to Political Science,PolSci,3.0,TTh 11:30AM-1PM,PH 324-326,"FRANCO, JEAN"
POLSC 14,Philippine Government and Politics,PolSci,3.0,TTh 8:30-10AM,LH 201,"QUILALA, DENNIS"
POLSC 101,Introduction to Philippine Politics,PolSci,3.0,WF 8:30-10AM,Conference Room,"GO, JAN ROBERT"
POLSC 110,Political Analysis,PolSci,3.0,TTh 10-11:30AM,PH 124,"TAGUIBAO, JALTON"
POLSC 111,Qualitative Research Methods in Political Science,"PolSci, PolSci",3.0,TTh 11:30AM-1PM,PH 124,"ROBLES, MA THERESA ANNA"
POLSC 120,Introduction to Political Theory,PolSci,3.0,TTh 4-5:30PM,PH 324-326,"MIRANDA, MATTHEW MANUELITO"
POLSC 121,Politics and Society,PolSci,3.0,WF 11:30AM-1PM,Conference Room,"CANDELARIA, NATHANIEL"
POLSC 123,Modern Political Thought,PolSci,3.0,WF 2:30-4PM,PH 124,"TORRES-PILAPIL, CRISLINE"
