course_code,course_title,offering_unit,units,timeslot,venue,instructor
IR 242,Approaches to Labor Policy Analysis,SOLAIR,3.0,S 1-4PM,TBA,"VIAJAR, VERNA DINAH"
IR 281,Seminar in Philippine Labor Relations Policy,SOLAIR,3.0,Th 6-9PM,TBA,"VIAJAR, VERNA DINAH"
IR 289,Seminar in Industrial Relations and National Development,SOLAIR,3.0,T 6-9PM,TBA,"SERRANO, MELISA"
IR 299,Research Methods in Industrial Relations,SOLAIR,3.0,S 9AM-12PM,TBA,"CABEGIN, EMILY CHRISTI"
IR 299,Research Methods in Industrial Relations,SOLAIR,3.0,S 9AM-12PM,TBA,"CABEGIN, EMILY CHRISTI"
IR 299.1,Quantitative Approaches in IR,SOLAIR,3.0,S 1-4PM,TBA,"CABEGIN, EMILY CHRISTI"
IR 300,Thesis Writing,SOLAIR,6.0,TBA,,"VELASCO, BENJAMIN"
IS 214,The Biography and Hadith of the Prophet,IIS,3.0,S 9AM-12PM,TBA,"DURAKOGLU, ABDULHAMIT"
IS 225,History of Islam,IIS,3.0,W 4-7PM,TBA,"DURAKOGLU, ABDULHAMIT"
IS 241,Kalam and Islamic Philosophy,IIS,3.0,T 4-7PM,TBA,"WADI, JULKIPLI"
IS 261,Seminar: The Muslims in the Philippines,IIS,3.0,F 4-7PM,TBA,"ABSARI, DARWIN"
IS 271,A'dat and Muslim Personal Laws on Family Relations,IIS,3.0,T 5-8PM,TBA,"MORADOS, MACRINA"
IS 272,Seminar: Social and Political Institutions of the Muslims in the Philippines,IIS,3.0,Th 4-7PM,TBA,"ARSAD, NEFERTARI"
IS 275,Muslim Personal Laws on Inheritance and Succession,IIS,3.0,S 5-8PM,TBA,"DATLAN, JOHAYRA"
IS 291,Seminar: Topics in Islamic Studies,IIS,3.0,F 9AM-12PM,TBA,"SADAIN, MEHOL"
IS 293,"Seminar: Islamic Economics of Banking, Trade and Investment",IIS,3.0,T 4-7PM,TBA,"ALONTO, MAHARLIKA"
IS 298,Special Problem ,IIS,3.0,S 9AM-12PM,TBA,"ARSAD, NEFERTARI"
IS 299,Materials and Methods for Islamic Studies,IIS,3.0,S 9AM-12PM,TBA,"OROZCO, CHEERY"
Int Jap A,Elementary Japanese,"AC, AC-ASP",0.0,S 1-4PM,TBA; M 5-8PM lab TBA,"CHENG CHUA, KARL IAN"
Intl Stud 299,Research Methods,PolSci,3.0,W 5:30-8:30PM,Seminar Room,"ARUGAY, ARIES"
Intsik 10,Elementaring Intsik I (Elementary Chinese I),Lingg,3.0,TTh 8:30-11:30AM,CSSP Faculty Lounge,"TECSON, MARIA JOANNA"
Intsik 11,Elementaring Intsik II (Elementary Chinese II),Lingg,3.0,TTh 7-8:30AM,CSSP Faculty Lounge,"TECSON, MARIA JOANNA"
Intsik 12,Intermidyet na Intsik I (Intermediate Chinese I),Lingg,3.0,WF 8:30-11:30AM,PH 428,"BATA, SIDNEY CHRISTOPHER"
Intsik 13,Intermidyet na Intsik II (Intermediate Chinese II),Lingg,3.0,WF 8:30-11:30AM,PH 428,"BATA, SIDNEY CHRISTOPHER"
Isl Stud 10,Elementary Arabic,IIS,3.0,W 5-8PM,TBA,"DAGUIT, ABDULHADI"
Isl Stud 11,Elementary Arabic,IIS,3.0,Th 5-8PM,TBA,"DAGUIT, ABDULHADI"
Isl Stud 12,Intermediate Arabic,IIS,3.0,S 1-4PM,TBA,"BIN USMAN IMAM, LUQMAN"
Isl Stud 13,Intermediate Arabic,IIS,3.0,S 5-8PM,TBA,"BIN USMAN IMAM, LUQMAN"
Isl Stud 251,Islamic Law and Jurisprudence,IIS,3.0,S 5-8PM,TBA,"MORADOS, MACRINA"
Isl Stud 300,Thesis in Islamic Studies,IIS,3.0,W 1-4PM,TBA,"ABSARI, DARWIN"
Ital 10,Elementary Course,DEL,3.0,TTh 10-11:30AM,TBA,CONCEALED
Ital 11,Elementary Course,DEL,3.0,TTh 1-2:30PM,TBA,CONCEALED
Ital 12,Intermediate Course,DEL,3.0,TWThF 1-2:30PM,TBA,CONCEALED
Ital 13,Intermediate Course,DEL,3.0,TWThF 1-2:30PM,TBA,CONCEALED
Ital 101,Contemporary Italian Culture and Civilization,DEL,3.0,TTh 1-2:30PM,TBA,"NEPOMUCENO, RICA"
Ital 140,Technical Italian,"DEL, DEL",3.0,TTh 11:30AM-1PM,TBA,TBA
Italian 16,Advanced Language Course III in Italian,DEL,6.0,TWThF 2:30-4PM,TBA,"GUBAN-CAISIDO, DANICA ANNA"
Italian 30,Advanced Spoken Italian I,DEL,3.0,WF 1-2:30PM,TBA,"BAUTISTA, NAIDYL ISIS"
Italian 51,Text Engagement in Italian,DEL,3.0,TTh 11:30AM-1PM,TBA,"CABLING, KRISTINE"
Italian 61,Academic Writing in Italian,DEL,3.0,TTh 10-11:30AM,TBA,"CABLING, KRISTINE"
Italian 130,Italian Linguistics I,DEL,3.0,TTh 2:30-4PM,TBA,"BAUTISTA, NAIDYL ISIS"
Japan Studies 101,Japanese Culture and Society I,CIS,3.0,TTh 1-2:30PM,CIS - Classroom C,TBA
J 100,History of the Press,DJourn,3.0,T 9AM-12PM,RM 205,"TANGI, LUCIA"
J 101,Introduction to Journalism,DJourn,3.0,F 1-4PM,ADBOARD,"PAPA, ALCUIN BRENDAN"
J102,Researching and Reporting the News,DJourn,5.0,T 10AM-1PM,PStar1; Th 10AM-2PM lab PStar1,"MATEO, JAN VICTOR"
J 103,Interpretative Writing,DJourn,3.0,F 1-4PM,RM 205,"CHUA, ADELLE LIEZL"
J104,Pag-uulat sa Filipino,DJourn,3.0,W 4-7PM,RM 207,"DAVID, KARA PATRIA"
J 105,Investigative Reporting,DJourn,3.0,W 9AM-12PM,RM 205,"ILAGAN, KAROL ANNE"
J 109,Writing for Popular Audiences,DJourn,3.0,T 2:30-5:30PM,PStar2,"MATEO, JAN VICTOR"
J 110,Journalism Ethics,DJourn,3.0,Th 2:30-5:30PM,RM 207,"KHAN, RACHEL"
J 111,Feature Writing,DJourn,3.0,F 1-4PM,PStar2,"RARA, MA. CRISTINA"
J116,Data Journalism,DJourn,3.0,T 2:30-5:30PM,RM 207,"CHUA, YVONNE"
J 117,Online Journalism,DJourn,3.0,Th 9AM-12PM,RM 209,"CEPEDA, MARA ALYSSABEL"
J 121,The Newsroom,DJourn,3.0,S 9AM-12PM,PStar2,"PAPA, ALCUIN BRENDAN"
J 122,Publication Design and Layout,DJourn,3.0,T 1-4PM,RM 209,"CONGJUICO, TERESA"
J123,Photojournalism,DJourn,3.0,W 8:30-11:30AM,ADBOARD,"DOMINGO, JIMMY"
J 136,Community Press,DJourn,3.0,F 2:30-5:30PM,RM 207,"LABISTE, MARIA DIOSA"
J 152,Public Information and Public Relations,DJourn,3.0,S 9AM-12PM,RM 207,"FIGUEROA, CARLOMAGNO"
J195,Specialized Reporting ,DJourn,3.0,F 8:30-11:30AM,PStar2,"JAZMINES, MA. THERESA"
J196,Seminar ,DJourn,3.0,T 10AM-1PM,RM 207,"CHUA, YVONNE"
J197,Special Projects in Journalism,DJourn,3.0,F 9AM-12PM,RM 205,"CHUA, ADELLE LIEZL"
J199,Journalism Research,DJourn,3.0,T 10AM-1PM,ADBOARD,"CONGJUICO, TERESA"
J 200,Thesis,DJourn,3.0,TBA,,"CHUA, ADELLE LIEZL"
J 201,The Philippine Press,GRADUATE,3.0,T 5:30-8:30PM,RM 205,"TANGI, LUCIA"
J 216,Specialized Reporting,GRADUATE,3.0,W 4-7PM,TBA,"CONGJUICO, TERESA"
J 270,Problems and Development in the Law of the Mass Media,GRADUATE,3.0,S 1-4PM,TBA,"LAMBINO, MARICHU"
J 300,Thesis,GRADUATE,6.0,M 5:30-8:30PM,TBA,"TANGI, LUCIA"
KAS 1,Kasaysayan ng Pilipinas,Kas,3.0,TTh 7-8:30AM,PH 116-118,"ALVAREZ, KERBY"
Kas 2,Ang Asya at ang Daigdig,Kas,3.0,TTh 10-11:30AM,PH 212,"LAPAR, DEDINA"
Kas 10,Introduction to History,Kas,3.0,WF 8:30-10AM,PH 214,"WANI, RHODALYN"
Kas 100,Introduction to World Civilizations,Kas,3.0,WF 10-11:30AM,PH 212,"PEREZ, MICAH JEIEL"
Kas 100,Introduksyon sa mga Kabihasnang Pandaigdig,Kas,3.0,WF 10-11:30AM,PH 212,"PEREZ, MICAH JEIEL"
Kas 102,Modern Europe,Kas,3.0,WF 8:30-10AM,PH 126,"CONCEPCION, GRACE LIZA"
Kas 104,History of Spain,Kas,3.0,TTh 8:30-10AM,PH 116-118,"ALVAREZ, KERBY"
Kas 111,Colonial Philippines II,Kas,3.0,TTh 8:30-10AM,"Pav 2, Bahaginan","GALANG, JELY"
Kas 113,Economic History of the Philippines ,Kas,3.0,TTh 2:30-4PM,"Pav 2, Bahaginan","POBLADOR, KARL FRIEDRIK"
Kas 114,Cultural History of the Philippines,Kas,3.0,TTh 8:30-10AM,PH 212,"BOLATA, EMMANUEL JAYSON"
Kas 116,Philippine Nationalism,Kas,3.0,TTh 11:30AM-1PM,PH 214,"ESQUEJO, KRISTOFFER"
Kas 118,History of Women in the Philippines,Kas,3.0,TTh 10-11:30AM,"Pav 2, Balatik","CAMAGAY, MA. LUISA"
Kas 128,Selected Topics in Philippine History,Kas,3.0,WF 8:30-10AM,"Pav 2, Balatik","GALANG, JELY"
Kas 154,History of Southeast Asia II,Kas,3.0,WF 2:30-4PM,"Pav 2, Bahaginan","BOLINAO, MA. LUISA"
Kas 155,Development of Religions of Asia,Kas,3.0,TTh 10-11:30AM,PH 214,"ESQUEJO, KRISTOFFER"
Kas 158,Selected Topics in Asian History,Kas,3.0,TTh 11:30AM-1PM,"Pav 2, Bahaginan","PAGUNSAN, RUEL"
Kas 163,History of the United States II,Kas,3.0,WF 11:30AM-1PM,"Pav 2, Bahaginan","ESTELLA, JANET"
Kas 168,Selected Topics in the History of the Americas,Kas,3.0,TTh 1-2:30PM,"Pav 2, Balatik","PEREZ, MICAH JEIEL"
Kas 196,World Historiography,Kas,3.0,WF 4-5:30PM,"Pav 2, Bahaginan","BOLINAO, MA. LUISA"
Kas 198,Selected Topics in Historiography,Kas,3.0,S 9AM-12PM,"Pav 2, Balatik","OBISPADO, KRISTYL"
Kas 199,The History Research Paper,Kas,3.0,WF 1-2:30PM,"Pav 2, Balatik","PLANTA, MA. MERCEDES"
Kas 203,The Philippines During the 17th and 18th Centuries,Kas,3.0,S 1-4PM,TBA,"OBISPADO, KRISTYL"
Kas 206,Seminar on Contemporary Problems in Asia,Kas,3.0,Th 2:30-5:30PM,"Pav 2, Balatik","BOLINAO, MA. LUISA"
Kas 208,The Philippine-American War (1898-1901),Kas,3.0,T 2:30-5:30PM,"Pav 2, Balatik","CAMAGAY, MA. LUISA"
Kas 210,Problems in the Interpretation of Philippine History,Kas,3.0,Th 5:30-8:30PM,TBA,"ALVAREZ, KERBY"
Kas 300,Master's Thesis,Kas,3.0,TBA,,TBA
Kas 301,Seminar on Local/Oral History,Kas,3.0,F 5-8PM,TBA,"ESTELLA, JANET"
Kas 324,Seminar on Philippine History,Kas,3.0,W 2-5PM,TBA,"POBLADOR, KARL FRIEDRIK"
Kas 328,Seminar on Contemporary Philippines,Kas,3.0,S 9AM-12PM,TBA,"SANTILLAN, NEIL MARTIAL"
Kas 400,Dissertation,Kas,6.0,TBA,,TBA
Korea Studies 101,Introduction to Contemporary Korean Society,CIS,3.0,M 9AM-12PM,CIS - Classroom C,TBA
Koreyano 10,Elementaring Koreyano I,Lingg,3.0,TTh 8:30-10AM,TBA,"JO, IN SOOK"
Koreyano 11,Elementaring Koreyano II,Lingg,3.0,M 1-4PM,PH 1315,"LEE, ALDRIN"
Koreyano 12,Intermidyet na Koreyano I,Lingg,3.0,TTh 8:30-11:30AM,CSSP H&W Center,"DE CHAVEZ, MARK RAE"
Koreyano 13,Intermidyet na Koreyano II,Lingg,3.0,TTh 8:30-11:30AM,CSSP H&W Center,"DE CHAVEZ, MARK RAE"
Koreyano 110,Advans na Komposisyon sa Koreyano I (Advanced Composition in Korean I),Lingg,3.0,WF 8:30-10AM,PH 400C,"BAE, KYUNG"
Koreyano 112,Panimulang Hanja (Basic Hanja),Lingg,3.0,WF 1-2:30PM,PH 400C,"BAE, KYUNG"
Koreyano 113,Pagsasalin sa Wikang Koreyano (Korean Translation),Lingg,3.0,M 1-4PM,PH 400B,"BAE, KYUNG"
Koreyano 120,Advans na Pagbasa sa Koreyano I (Advanced Reading in Korean I),Lingg,3.0,WF 10-11:30AM,PH 400C,"BAE, KYUNG"
L Arch 1,Designing Eden: Introduction to Philippine Landscape Architecture,Arch,3.0,TTh 4-5:30PM,TBA,"FONTANOZA, FRANKLIN; BELLO, JACLYN ALEXANDRA MARIE"
L Arch 12,Landscape Design II,Arch,3.0,TTh 7:30-11AM,TBA,"BELLO, JACLYN ALEXANDRA MARIE"
L Arch 13,Hardscape Construction I,Arch,3.0,TTh 1:30-4PM,TBA,"VILLAJUAN, JOSE DAN"
L Arch 22,Landscape Design IV,Arch,3.0,TTh 7:30-11AM,TBA,"DANAO, MADONNA"
L Arch 27,Landscape Lighting,Arch,2.0,W 1-3PM,B2-101,"DANAO, MADONNA"
L Arch 29,Planting Design,Arch,3.0,TTh 1:30-4PM,TBA,"FONTANOZA, FRANKLIN"
L Arch 130,Landscape Architecture for Urban Regeneration  and Climate-Responsive Design ,Arch,3.0,W 9AM-12PM,TBA,"NADAL, CATHE DESIREE"
L Arch 132,Landscape Design VI,Arch,4.0,TTh 7AM-12PM,TBA,"NAVARRA, NAPPY"
L Arch 134,Interior Landscape and Systems,Arch,3.0,TTh 1:30-4PM,TBA,"BELLO, JACLYN ALEXANDRA MARIE"
L Arch 137,Utilities for Sites and Landscape,Arch,3.0,TTh 4-5:30PM,TBA,"DANAO, MADONNA"
L Arch 146,Tropical Landscape Maintenance and Management,Arch,3.0,WF 8:30AM-12PM,TBA,"CENTENO, DIOMARI"
L Arch 147,Regional Landscape Technology,Arch,3.0,W 1-6PM,TBA,"FONTANOZA, FRANKLIN; SANTOS, LOUIS BALBINO"
L Arch 199.2,Special Projects in Landscape Architecture,Arch,4.0,TTh 7AM-12PM,B2-103A,"NADAL, CATHE DESIREE; DUL-LOOG, VIC"
L Arch 200,Undergraduate Thesis,Arch,3.0,TBA,,TBA
L Arch 221,Landscape Architecture and Site Design,Arch,3.0,M 6-9PM,B2-105,TBA
L Arch 223,People and the Landscape,Arch,3.0,T 6:30-9:30PM,B2-101,"DANAO, MADONNA"
L Arch 225,Transport Corridor Landscape Planning and Design,Arch,3.0,T 6-9PM,B2-OAD,TBA
L Arch 300,Thesis,Arch,3.0,TBA,,TBA
LAW 191,"Securities: Theories, Application and Regulation",Law,3.0,TTh 6:30-8PM,LAW 212,"FIGUEROA, ROBERTO"
LAW 194,Intellectual Property and Human Rights,Law,3.0,W 5-8PM,LAW 221,"SANTIAGO, JOSEPHINE"
LAW 245,International Banking and Finance Law,Law,4.0,S 2-6PM,TBA,"MARELLA, JOSE MARIA"
LAW 249,International Taxation,Law,3.0,Th 6-9PM,TBA,"JOVEN, MARK DENNIS"
LAW 254,Contract Drafting for Cross-Border Business Transactions,Law,2.0,S 9-11AM,TBA,"GENTUGAYA, MIA"
LAW 255,Cross-Border Mergers and Acquisitions Law,Law,3.0,T 6-9PM,TBA,TBA
LAW 262,International Anti-Corruption Compliance,Law,3.0,M 6-9PM,TBA,"VISTAN, EDGARDO CARLO"
LAW 264,"Government Contracts, Procurement, and Public Policy",Law,5.0,TW 6:30-9PM,TBA,"SEBASTIAN, MIA MARY; RUIZ, ROWENA"
LAW 265,International Criminal Law and Transnational Crimes,Law,4.0,Th 5-9PM,TBA,"TE, THEODORE"
LAW 268,International Environmental Law and Policy,Law,3.0,F 6-9PM,TBA,"CASIS, ROMMEL"
LAW 275,Comparative Corporate Governance,Law,3.0,S 9:30AM-12:30PM,TBA,TBA
LAW 300,Master's Thesis,Law,3.0,W 3:30-6:30PM,TBA,TBA
LIS 10,Information and Society,SLIS,3.0,WF 1-2:30PM,SOLAIR 203,"REYES, DRIDGE PAUL"
LIS 51,Introduction to Librarianship and Information Science,SLIS,3.0,WF 10-11:30AM,SOLAIR 203,"REYES, DRIDGE PAUL"
LIS 55,Collection Development,SLIS,3.0,TTh 11:30AM-1PM,SOLAIR 203,CONCEALED
LIS 60,Organization of Information,SLIS,3.0,WF 1-2:30PM,SOLAIR 201,"SANTOS, MARK ANTHONY"
LIS 62,Subject Cataloging and Classification,SLIS,3.0,TTh 11:30AM-1PM,SOLAIR 201,CONCEALED
LIS 114,Literature for Children,SLIS,3.0,F 1-4PM,SOLAIR 202,"SILVERIO, ROCHELLE"
LIS 121,Introduction to Methods of Legal Information Research,SLIS,3.0,TTh 4-5:30PM,SOLAIR 204,"PEORO, ROLLY FRANCIS"
LIS 131,Media Materials and Technology,SLIS,3.0,WF 1-2:30PM,SOLAIR 204,"CABBAB, JOHANN FREDERICK"
LIS 141,Introduction to Methods in Medical Information Research,SLIS,3.0,F 4-7PM,SOLAIR 4,"ENCANTO, JOENABIE"
LIS 151,Library Management I,SLIS,3.0,WF 8:30-10AM,SOLAIR 202,CONCEALED
LIS 161,Information and Communications Technology in LIS II,SLIS,3.0,TTh 8:30-10AM,SOLAIR 201,"TINAO, MARIA MAURA"
LIS 170,Introduction to Archives and Records Management,SLIS,3.0,TTh 10-11:30AM,IB 250,"OLGADO, BENEDICT"
LIS 173,Archives Preservation ,SLIS,3.0,T 1-3PM,SOLAIR 6; Th 1-4PM lab SOLAIR 6,"REY, EMMA"
LIS 181,Field Assignment,SLIS,3.0,M 1-4PM,SOLAIR 203,"DAR JUAN, ELIJAH JOHN"
LIS 192,Quantitative Research Methods in LIS,SLIS,3.0,TTh 2:30-4PM,SOLAIR 201,"TINAO, MARIA MAURA; DORADO, DAN ANTHONY"
LIS 195,Information Ethics,SLIS,3.0,TTh 11:30AM-1PM,SOLAIR 202,"DAR JUAN, ELIJAH JOHN"
LIS 198,Special Topics,SLIS,3.0,TTh 1-2:30PM,SOLAIR 204,"SANTOS, YHNA THERESE"
LIS 199,Research in Library and Information Science,SLIS,3.0,WF 4-5:30PM,SOLAIR 204,"CABBAB, JOHANN FREDERICK"
LIS 200,Thesis,SLIS,3.0,M 9AM-12PM,TBA,"SANTOS, MARK ANTHONY"
LIS 234,Information Analysis,SLIS,3.0,T 5:30-8:30PM,SOLAIR 2,"SURMIEDA, JANNY"
LIS 240,Reference and Information Services,SLIS,3.0,M 5:30-8:30PM,TBA,"DIZON, FERNAN"
LIS 244,Information Sources and Systems in the Health Sciences,SLIS,3.0,S 9AM-12PM,TBA,"ENCANTO, JOENABIE"
LIS 264,Media Technology in Library and Information Science,SLIS,3.0,M 5:30-8:30PM,TBA,"CABBAB, JOHANN FREDERICK"
LIS 272,Seminar on Information Literacy,SLIS,3.0,T 5:30-8:30PM,TBA,"SANTOS, YHNA THERESE"
LIS 290,Special Problem,"SLIS, SLIS",4.0,M 9AM-12PM,TBA,"DAR JUAN, ELIJAH JOHN"
LIS 298,Special Topics in Library and Information Science,SLIS,3.0,W 5:30-8:30PM,TBA,"ISIP, JONATHAN; SANTIAGO, SENANDO ANGELO"
LIS 299,Research Methodology,SLIS,3.0,Th 5:30-8:30PM,TBA,"BUENROSTRO-CABBAB, IYRA"
LIS 299,Foundations of Information Research,SLIS,3.0,Th 5:30-8:30PM,TBA,"BUENROSTRO-CABBAB, IYRA"
LIS 300,Thesis,"SLIS, SLIS",3.0,M 9AM-12PM,TBA,"APOLINARIO, RHEA ROWENA"
LStud 204,Site Utilities for Landscape Developments and Recreational Spaces,Arch,3.0,TTh 6-9:30PM,B1-MOFA,"FONTANOZA, FRANKLIN"
LStud 205,Application of Hardscape Materials and Technologies in the Landscape,Arch,3.0,WF 6-9:30PM,B1-Studio Lab 5,"BRITO, NORMAN JUNE"
LStud 206,Landscape Project Management ,Arch,3.0,S 8:30AM-12PM,B2-104; S 1-4:30PM studio B2-104,"DUL-LOOG, VIC"
LTS 2 CS,LTS 2,"DAS, DFPP, DCI, Educ, Socio, Socio, DGeog, DGeog, Socio, DAnthro, DAS, AIT, PopIns, CSSP, DAnthro, DELPS, DELPS, DGeog, Philo, Kas, DELPS, GRADUATE, GRADUATE, GRADUATE, AIT, AIT, PopIns, PolSci, PolSci, CSSP, Kas, Lingg, Lingg, DCI, IB, PolSci, DSCTA, CSSP, MATH, MATH, MATH, Kas, PopIns, Philo, Philo, IB, Psych, Psych, DFPP, DFPP, Educ, Educ, DSCTA, DSCTA, IB, Lingg, DAnthro, DCI, DAS, NIGS, NIGS, NIGS, Psych",3.0,M 9AM-12PM,NIGS 230,"ABUDA, JAMILA"
LTS 2 CAL,LTS 2,"DAnthro, DFPP, CSSP, DGeog, DGeog, DCI, DCI, DAS, DAS, DSCTA, DSCTA, DAS, Kas, Kas, GRADUATE, GRADUATE, Socio, IB, IB, IB, GRADUATE, CSSP, Educ, PolSci, Lingg, MATH, MATH, MATH, PolSci, PolSci, Lingg, Lingg, NIGS, NIGS, NIGS, Educ, Educ, PopIns, Psych, PopIns, DCI, AIT, AIT, AIT, DGeog, DSCTA, Kas, PopIns, DELPS, Psych, Psych, Philo, DELPS, Philo, Philo, DELPS, CSSP, DAnthro, DFPP, DFPP, Socio, Socio, DAnthro",3.0,M 11AM-2PM,CAL 203,"BELDIA, ERIKA YASMIN"
LTS 2 Educ,LTS 2,"Philo, Philo, Philo, CSSP, Educ, Educ, DGeog, DGeog, PopIns, PopIns, PopIns, DELPS, DELPS, DCI, Lingg, Lingg, Lingg, NIGS, NIGS, NIGS, MATH, MATH, MATH, IB, DCI, DCI, DAnthro, PolSci, PolSci, PolSci, DFPP, DFPP, DFPP, DAS, DAS, Socio, Socio, Socio, IB, IB, CSSP, CSSP, DSCTA, DSCTA, DSCTA, DAS, DELPS, DAnthro, DGeog, Kas, Kas, Kas, DAnthro, GRADUATE, GRADUATE, GRADUATE, Psych, Psych, Psych, AIT, AIT, AIT, Educ",3.0,M 1-4PM,TBA,"ORTEGA, KATRINA PAULA"
Latin 10,Elementary Latin,DEL,3.0,TTh 4-5:30PM,TBA,CONCEALED
Law 101,Obligations and Contracts,Law,5.0,TTh 9:30AM-12PM,TBA,"SAN BUENAVENTURA, MICHELLE"
Law 103,Sales,Law,2.0,S 1-3PM,TBA,"MANICAD, MACARIO"
Law 104,Torts and Damages,Law,3.0,S 4-5PM,TBA; W 6-8PM lec TBA,"VIÑAS, LAARNI VICTORIA"
Law 106,Corporation Law and Securities Act,Law,5.0,S 12-2:30PM,TBA; W 6-8:30PM lec TBA,"VIRAY, VIRGINIA"
Law 107,Credit Transactions,Law,3.0,T 8:30-9:30AM,TBA; S 10AM-12PM lec LAW 127,"REYES, ROCKY"
Law 108,"Bills, Notes and Commercial Papers",Law,3.0,S 9AM-12PM,TBA,"DAYAG, FLORIAN KIM"
Law 110,Criminal Law 2,Law,4.0,MW 10:30AM-12:30PM,TBA,"GUTIERREZ, IBARRA"
Law 111,Public International Law,Law,3.0,TTh 7:30-9PM,TBA,"DE VENECIA, JOAN"
Law 112,Private International Law,Law,2.0,Th 5-7PM,TBA,"PAGAYATAN, FROILYN"
Law 114,Labor and Social Legislation 2,Law,3.0,TTh 1-2:30PM,LAW 204-206,"BATTAD, LEO"
Law 116,Legal Method,Law,2.0,S 10AM-12PM,TBA,"BONOAN, CRISTINA REGINA"
Law 117,Legal Theory,Law,2.0,F 1-3PM,TBA,"YARCIA, LEE EDSON"
Law 118,Medical Jurisprudence,Law,1.0,M 3-4PM,LAW 221,"GUMPAL, JAMES DENNIS"
Law 120,The Legal Profession,Law,2.0,S 10AM-12PM,LAW 204-206,"MALAGAR, LEO"
Law 122,Constitutional Law 2,Law,4.0,TTh 2-4PM,LAW 203-205,"DE VERA, GWEN"
Law 123,Administrative Law,Law,3.0,TTh 10:30AM-12PM,LAW 307-309,"TAMASE, PAOLO EMMANUEL"
Law 124,Remedial Law 1 (Criminal Procedure),Law,3.0,WTh 8-9:30PM,TBA,"GASPAR, MICHAEL"
Law 125,Remedial Law 2 (Civil Procedure),Law,5.0,MW 3-5:30PM,TBA,"QUIÑONES, BAYAN JOSEPH"
Law 127,Remedial Law 5 (Law Practicum 1),Law,4.0,S 6-10PM,TBA,"TE, THEODORE"
Law 128,Remedial Law 6 (Law Practicum 2),Law,4.0,S 6-10PM,TBA,"TE, THEODORE"
Law 129-B,Taxation 2,Law,3.0,TS 8-9:30AM,TBA,"GODORNES, DANICA MAE"
Law 130,Civil Law Review,Law,5.0,TTh 6:30-9PM,TBA,"URIBE, CRISOSTOMO"
Law 132,Philippine Indigenous Law,Law,3.0,Th 6-9PM,LAW 127,"BAGUILAT, RAYMOND MARVIC"
Law 133,Land Titles and Deeds,Law,2.0,T 6-8PM,TBA,"CASANOVA, ARNEL PACIANO"
Law 134,Intellectual Property Law,Law,2.0,M 6-8PM,TBA,"PEDRON, DIVINA GRACIA"
Law 136,Commercial Law Review,"Law, Law",5.0,W 9:30AM-12PM,TBA; S 1-3:30PM lec TBA,"DIVINA, NILO"
Law 139,Insurance,Law,2.0,F 6-8PM,TBA,"PILARES, MA. PILAR"
Law 143,Contemporary Developments in International Law,Law,2.0,M 3-5PM,TBA,"TUGADE, RUBY ROSSELLE"
Law 150,Comparative Law,Law,2.0,S 10AM-12PM,TBA,"TAMASE, PAOLO EMMANUEL"
Law 154,Local Governments,Law,3.0,TTh 1-2:30PM,LAW 322,"DIZON-REYES, MARIA GISELLA LUCINA"
Law 159,Remedial Law Review,Law,4.0,TTh 9:30-11:30AM,TBA,"SALVADOR, TRANQUIL"
Law 163,Special Problems in Taxation,Law,3.0,TTh 9:30-11AM,TBA,"BANIQUED, CARLOS"
Law 169,Philippine Labor Policy,Law,2.0,Th 6-8PM,TBA,"BUYCO, PURISIMO"
Law 171,Criminal Law Review,Law,3.0,T 6-9PM,TBA,"TE, THEODORE"
Law 172,Political Law Review,Law,3.0,TTh 4:30-6PM,TBA,"DE VERA, GWEN"
Law 173,Agency and Partnership,Law,3.0,MW 1-2:30PM,LAW 203-205,"ESPENILLA, JACQUELINE JOYCE"
Law 174,Remedial Law 4 (Special Proceedings),Law,2.0,MW 12-1PM,TBA,"LLASOS, MARWIL"
Law 175,Law and Environment,Law,2.0,M 1-3PM,LAW AMB,"GASGONIA, DONNA"
Law 176,Law and Society,Law,3.0,MF 6:30-8PM,LAW 307-309,"SANTIAGO, SENANDO ANGELO"
Law 180,Law of the Sea,Law,3.0,F 2-4PM,TBA,"BATONGBACAL, JAY"
Law 181,Banking and Financial Law,Law,3.0,TTh 8-9:30AM,TBA,"MORALES, RAFAEL"
Lingg 1,Ikaw at Wika Mo,Lingg,3.0,TTh 8:30-10AM,PH 1321-1323,"GALLEGO, MARIA KRISTINA"
Lingg 110,Introduksyon sa Linggwistiks,Lingg,3.0,WF 11:30AM-1PM,PH 1321-1323,"BARAN, BRIAN SALVADOR"
Lingg 115,Linggwistik na Analisis,Lingg,3.0,TTh 1-2:30PM,PH 108-110,"LINGG, LINGG"
Lingg 121,Linggwistik na Sarbey ng Pilipinas (Linguistic Survey of the Philippines),Lingg,3.0,WF 11:30AM-1PM,CSSP Faculty Lounge,"DE PANO, JOHN MICHAEL VINCENT"
Lingg 136,Istruktura ng Wikang Hapon,Lingg,3.0,WF 8:30-10AM,PH 1321-1323,"RAFAEL, RIA"
Lingg 137,Istruktura ng Wikang Koreyano (Structure of the Korean Language),Lingg,3.0,WF 10-11:30AM,PH 400B,"DE CHAVEZ, MARK RAE"
Lingg 140,Introduksyon sa mga Grammatikal na Teorya,Lingg,3.0,TTh 11:30AM-1PM,CSSP H&W Center,"SANTIAGO, VINCENT CHRISTOPHER"
